No.,Active_Prob,Predicted_Class,Real_Class
9,1,Active,Active
24,1,Active,Active
35,0.99999976,Active,Active
15,0.99999934,Active,Active
17,0.9999949,Active,Active
6,0.99998695,Active,Active
37,0.99998665,Active,Active
26,0.9999562,Active,Active
0,0.9999409,Active,Active
21,0.99993,Active,Active
12,0.99961925,Active,Active
28,0.9996025,Active,Active
1091,0.9994174,Active,Inactive
22,0.9992178,Active,Active
32,0.99920046,Active,Active
2,0.99781054,Active,Active
13,0.99505895,Active,Active
8,0.9940338,Active,Active
642,0.99381906,Active,Inactive
1059,0.9911149,Active,Inactive
14,0.9901818,Active,Active
30,0.9890782,Active,Active
19,0.9884757,Active,Active
27,0.9884711,Active,Active
713,0.9880971,Active,Inactive
74,0.9850052,Active,Inactive
33,0.98136485,Active,Active
16,0.96829265,Active,Active
34,0.95964646,Active,Active
36,0.9584306,Active,Active
5,0.9543102,Active,Active
874,0.94745517,Active,Inactive
25,0.9417863,Active,Active
29,0.938964,Active,Active
121,0.9371027,Active,Inactive
491,0.93587387,Active,Inactive
600,0.9295443,Active,Inactive
486,0.9238846,Active,Inactive
460,0.8996664,Active,Inactive
667,0.8964428,Active,Inactive
448,0.8940258,Active,Inactive
3,0.876415,Active,Active
190,0.8587117,Active,Inactive
205,0.85789037,Active,Inactive
1056,0.8420836,Active,Inactive
43,0.8337239,Active,Inactive
11,0.82773626,Active,Active
10,0.7215979,Active,Active
211,0.71560127,Active,Inactive
241,0.6262857,Active,Inactive
385,0.62481636,Active,Inactive
880,0.57409114,Active,Inactive
993,0.5256213,Active,Inactive
215,0.5139664,Active,Inactive
208,0.50751936,Active,Inactive
865,0.50672346,Active,Inactive
255,0.5039049,Active,Inactive
1151,0.49430722,Inactive,Inactive
757,0.44505176,Inactive,Inactive
31,0.43579727,Inactive,Active
509,0.413371,Inactive,Inactive
23,0.39350736,Inactive,Active
1052,0.38774854,Inactive,Inactive
227,0.3303243,Inactive,Inactive
46,0.321117,Inactive,Inactive
4,0.31336075,Inactive,Active
61,0.3105731,Inactive,Inactive
376,0.28059396,Inactive,Inactive
381,0.28031975,Inactive,Inactive
979,0.26995382,Inactive,Inactive
1030,0.25923267,Inactive,Inactive
662,0.24770129,Inactive,Inactive
1210,0.24512142,Inactive,Inactive
586,0.23942894,Inactive,Inactive
963,0.23757878,Inactive,Inactive
1046,0.23648733,Inactive,Inactive
827,0.23371482,Inactive,Inactive
608,0.23135445,Inactive,Inactive
7,0.2265602,Inactive,Active
221,0.223463,Inactive,Inactive
1011,0.21651211,Inactive,Inactive
452,0.21122032,Inactive,Inactive
395,0.20238388,Inactive,Inactive
94,0.17803445,Inactive,Inactive
738,0.17227423,Inactive,Inactive
537,0.16979706,Inactive,Inactive
645,0.16425887,Inactive,Inactive
63,0.1587263,Inactive,Inactive
954,0.15064242,Inactive,Inactive
1,0.14623082,Inactive,Active
426,0.14510491,Inactive,Inactive
750,0.13873038,Inactive,Inactive
741,0.13840088,Inactive,Inactive
375,0.13724065,Inactive,Inactive
468,0.13158906,Inactive,Inactive
380,0.12242782,Inactive,Inactive
744,0.1082879,Inactive,Inactive
746,0.091711074,Inactive,Inactive
1016,0.09086186,Inactive,Inactive
702,0.082207054,Inactive,Inactive
54,0.080907226,Inactive,Inactive
1014,0.07924175,Inactive,Inactive
311,0.07830241,Inactive,Inactive
1031,0.07147819,Inactive,Inactive
393,0.068238825,Inactive,Inactive
101,0.064756274,Inactive,Inactive
706,0.06367791,Inactive,Inactive
909,0.059342533,Inactive,Inactive
622,0.059066087,Inactive,Inactive
218,0.057956576,Inactive,Inactive
881,0.056600392,Inactive,Inactive
1194,0.05511546,Inactive,Inactive
100,0.05267778,Inactive,Inactive
784,0.05204296,Inactive,Inactive
76,0.05057904,Inactive,Inactive
198,0.048762023,Inactive,Inactive
413,0.048226,Inactive,Inactive
1004,0.04547134,Inactive,Inactive
830,0.045397937,Inactive,Inactive
1195,0.045146167,Inactive,Inactive
852,0.04505968,Inactive,Inactive
732,0.04503125,Inactive,Inactive
1158,0.043712497,Inactive,Inactive
131,0.042673796,Inactive,Inactive
1048,0.042393565,Inactive,Inactive
493,0.040173233,Inactive,Inactive
1190,0.039845645,Inactive,Inactive
609,0.039444745,Inactive,Inactive
222,0.03656456,Inactive,Inactive
978,0.036162496,Inactive,Inactive
983,0.03564751,Inactive,Inactive
919,0.033509582,Inactive,Inactive
894,0.032207817,Inactive,Inactive
155,0.031613708,Inactive,Inactive
886,0.031128973,Inactive,Inactive
842,0.029334277,Inactive,Inactive
869,0.028927803,Inactive,Inactive
1211,0.026519984,Inactive,Inactive
361,0.026312858,Inactive,Inactive
1018,0.025966525,Inactive,Inactive
507,0.024077803,Inactive,Inactive
1129,0.023759633,Inactive,Inactive
851,0.023462802,Inactive,Inactive
907,0.022352874,Inactive,Inactive
195,0.022143126,Inactive,Inactive
142,0.021526784,Inactive,Inactive
70,0.021121442,Inactive,Inactive
654,0.02044034,Inactive,Inactive
505,0.020385146,Inactive,Inactive
897,0.02022329,Inactive,Inactive
475,0.020004988,Inactive,Inactive
128,0.019759148,Inactive,Inactive
711,0.019410014,Inactive,Inactive
50,0.018915266,Inactive,Inactive
455,0.018700123,Inactive,Inactive
1218,0.018601507,Inactive,Inactive
84,0.01803875,Inactive,Inactive
481,0.017925143,Inactive,Inactive
598,0.017697036,Inactive,Inactive
624,0.017636716,Inactive,Inactive
942,0.017414778,Inactive,Inactive
701,0.016942829,Inactive,Inactive
451,0.016453058,Inactive,Inactive
1101,0.016420156,Inactive,Inactive
58,0.016322523,Inactive,Inactive
230,0.016290903,Inactive,Inactive
1168,0.015477091,Inactive,Inactive
1012,0.015336961,Inactive,Inactive
756,0.014894217,Inactive,Inactive
52,0.014816195,Inactive,Inactive
92,0.014705151,Inactive,Inactive
839,0.014650971,Inactive,Inactive
585,0.014114648,Inactive,Inactive
249,0.013599992,Inactive,Inactive
1135,0.0132493675,Inactive,Inactive
89,0.013006449,Inactive,Inactive
947,0.012547344,Inactive,Inactive
1184,0.012516975,Inactive,Inactive
715,0.01244548,Inactive,Inactive
632,0.012379974,Inactive,Inactive
240,0.0122513175,Inactive,Inactive
377,0.012077212,Inactive,Inactive
1006,0.012029201,Inactive,Inactive
297,0.011727095,Inactive,Inactive
115,0.011631489,Inactive,Inactive
513,0.011542916,Inactive,Inactive
406,0.011441767,Inactive,Inactive
108,0.011089295,Inactive,Inactive
655,0.010999322,Inactive,Inactive
192,0.010969371,Inactive,Inactive
837,0.01076442,Inactive,Inactive
633,0.010706693,Inactive,Inactive
420,0.00919655,Inactive,Inactive
415,0.009031594,Inactive,Inactive
828,0.009030163,Inactive,Inactive
229,0.008861542,Inactive,Inactive
523,0.008734137,Inactive,Inactive
604,0.008732051,Inactive,Inactive
302,0.00868082,Inactive,Inactive
1053,0.008521557,Inactive,Inactive
1050,0.008340508,Inactive,Inactive
971,0.007982969,Inactive,Inactive
281,0.007935464,Inactive,Inactive
425,0.0076067448,Inactive,Inactive
749,0.007594377,Inactive,Inactive
805,0.007531941,Inactive,Inactive
418,0.0074177682,Inactive,Inactive
1132,0.007318586,Inactive,Inactive
1141,0.0072534382,Inactive,Inactive
857,0.0071092546,Inactive,Inactive
566,0.00706923,Inactive,Inactive
596,0.006979972,Inactive,Inactive
517,0.0069105923,Inactive,Inactive
1022,0.0069099963,Inactive,Inactive
120,0.006892383,Inactive,Inactive
400,0.0067869723,Inactive,Inactive
459,0.006741792,Inactive,Inactive
807,0.0065027177,Inactive,Inactive
720,0.0065000355,Inactive,Inactive
55,0.006334424,Inactive,Inactive
1062,0.006315261,Inactive,Inactive
707,0.0061695576,Inactive,Inactive
992,0.006125033,Inactive,Inactive
1108,0.0060168803,Inactive,Inactive
824,0.0060040653,Inactive,Inactive
225,0.0056626797,Inactive,Inactive
516,0.005466789,Inactive,Inactive
149,0.0054221153,Inactive,Inactive
760,0.0053232014,Inactive,Inactive
921,0.0051825047,Inactive,Inactive
533,0.005067706,Inactive,Inactive
20,0.005015403,Inactive,Active
497,0.0049764514,Inactive,Inactive
214,0.004933715,Inactive,Inactive
1042,0.0048169196,Inactive,Inactive
332,0.004803121,Inactive,Inactive
1003,0.0047830343,Inactive,Inactive
637,0.0047534704,Inactive,Inactive
193,0.0047266483,Inactive,Inactive
772,0.0046277046,Inactive,Inactive
867,0.004622549,Inactive,Inactive
1197,0.0045362413,Inactive,Inactive
143,0.0045260787,Inactive,Inactive
994,0.004507512,Inactive,Inactive
416,0.004474342,Inactive,Inactive
629,0.004418403,Inactive,Inactive
1148,0.004290521,Inactive,Inactive
371,0.0042338073,Inactive,Inactive
882,0.004224032,Inactive,Inactive
684,0.0041870475,Inactive,Inactive
282,0.004147947,Inactive,Inactive
389,0.0041279197,Inactive,Inactive
457,0.0041171312,Inactive,Inactive
653,0.0040977895,Inactive,Inactive
408,0.0039826035,Inactive,Inactive
605,0.0039607882,Inactive,Inactive
898,0.0035731196,Inactive,Inactive
856,0.0034816563,Inactive,Inactive
114,0.0034490824,Inactive,Inactive
1067,0.0032801926,Inactive,Inactive
1021,0.0032244623,Inactive,Inactive
88,0.00312981,Inactive,Inactive
905,0.003127128,Inactive,Inactive
473,0.0031057596,Inactive,Inactive
959,0.0030705035,Inactive,Inactive
42,0.0030666292,Inactive,Inactive
940,0.0030548275,Inactive,Inactive
456,0.0030539632,Inactive,Inactive
419,0.0030204952,Inactive,Inactive
783,0.0030156374,Inactive,Inactive
591,0.002951771,Inactive,Inactive
428,0.0029491782,Inactive,Inactive
644,0.0027946532,Inactive,Inactive
899,0.0027768612,Inactive,Inactive
412,0.0026644766,Inactive,Inactive
528,0.0026056468,Inactive,Inactive
18,0.0024828315,Inactive,Active
901,0.0024605095,Inactive,Inactive
85,0.0024528205,Inactive,Inactive
150,0.002438873,Inactive,Inactive
908,0.0024383068,Inactive,Inactive
612,0.002417922,Inactive,Inactive
411,0.0023218393,Inactive,Inactive
1196,0.0023157299,Inactive,Inactive
485,0.0023145974,Inactive,Inactive
1226,0.0023108423,Inactive,Inactive
717,0.0023072362,Inactive,Inactive
514,0.0022656918,Inactive,Inactive
191,0.0022536814,Inactive,Inactive
1232,0.0022405088,Inactive,Inactive
87,0.0022289455,Inactive,Inactive
294,0.0022286177,Inactive,Inactive
488,0.0022126138,Inactive,Inactive
840,0.0021640956,Inactive,Inactive
904,0.002160877,Inactive,Inactive
584,0.002158314,Inactive,Inactive
1121,0.002152741,Inactive,Inactive
1206,0.0021364987,Inactive,Inactive
49,0.0020376444,Inactive,Inactive
1017,0.0020347238,Inactive,Inactive
461,0.0020011663,Inactive,Inactive
941,0.0018619597,Inactive,Inactive
640,0.0017888248,Inactive,Inactive
728,0.0017549396,Inactive,Inactive
502,0.0016993284,Inactive,Inactive
577,0.0016369224,Inactive,Inactive
292,0.0016120076,Inactive,Inactive
974,0.0015949309,Inactive,Inactive
650,0.0015839934,Inactive,Inactive
818,0.0015363991,Inactive,Inactive
403,0.0015359223,Inactive,Inactive
540,0.001519084,Inactive,Inactive
490,0.0015107989,Inactive,Inactive
748,0.0014978945,Inactive,Inactive
775,0.0014887452,Inactive,Inactive
132,0.0014759004,Inactive,Inactive
429,0.0014725924,Inactive,Inactive
1165,0.0013920069,Inactive,Inactive
399,0.0013796687,Inactive,Inactive
583,0.001336515,Inactive,Inactive
467,0.0012829006,Inactive,Inactive
726,0.0012753904,Inactive,Inactive
177,0.0012710094,Inactive,Inactive
423,0.0012535453,Inactive,Inactive
582,0.0012445748,Inactive,Inactive
1009,0.001216501,Inactive,Inactive
245,0.0012126863,Inactive,Inactive
1143,0.0012010932,Inactive,Inactive
829,0.0011865199,Inactive,Inactive
324,0.0011763871,Inactive,Inactive
1027,0.0011621714,Inactive,Inactive
506,0.0011503696,Inactive,Inactive
682,0.0011398792,Inactive,Inactive
482,0.0011302531,Inactive,Inactive
439,0.00110659,Inactive,Inactive
335,0.0010830462,Inactive,Inactive
611,0.0010693073,Inactive,Inactive
801,0.0010465384,Inactive,Inactive
736,0.0010402799,Inactive,Inactive
1013,0.0010257959,Inactive,Inactive
422,0.0010053217,Inactive,Inactive
1041,0.0009918511,Inactive,Inactive
339,0.0009819865,Inactive,Inactive
603,0.0009791255,Inactive,Inactive
674,0.0009389818,Inactive,Inactive
424,0.0008832514,Inactive,Inactive
729,0.0008830726,Inactive,Inactive
436,0.0008740723,Inactive,Inactive
134,0.0008700192,Inactive,Inactive
1097,0.00086939335,Inactive,Inactive
762,0.000865221,Inactive,Inactive
231,0.00086432695,Inactive,Inactive
991,0.0008608401,Inactive,Inactive
876,0.0008570254,Inactive,Inactive
126,0.0008365512,Inactive,Inactive
934,0.0007945895,Inactive,Inactive
1145,0.0007915497,Inactive,Inactive
606,0.00072851777,Inactive,Inactive
1127,0.0007030964,Inactive,Inactive
75,0.0006968379,Inactive,Inactive
1098,0.0006709397,Inactive,Inactive
298,0.0006559193,Inactive,Inactive
855,0.0006534457,Inactive,Inactive
710,0.00064486265,Inactive,Inactive
780,0.00063186884,Inactive,Inactive
984,0.00061663985,Inactive,Inactive
987,0.00061270595,Inactive,Inactive
864,0.00060909986,Inactive,Inactive
316,0.000554204,Inactive,Inactive
607,0.00054728985,Inactive,Inactive
970,0.0005351603,Inactive,Inactive
373,0.00052672625,Inactive,Inactive
499,0.0005193949,Inactive,Inactive
944,0.000508517,Inactive,Inactive
1015,0.0005046129,Inactive,Inactive
550,0.0004977584,Inactive,Inactive
733,0.0004967749,Inactive,Inactive
511,0.00049608946,Inactive,Inactive
1106,0.0004954636,Inactive,Inactive
246,0.00048837066,Inactive,Inactive
849,0.00048670173,Inactive,Inactive
1010,0.00048187375,Inactive,Inactive
767,0.00047901273,Inactive,Inactive
330,0.0004631877,Inactive,Inactive
704,0.0004592538,Inactive,Inactive
967,0.00044867396,Inactive,Inactive
244,0.00044617057,Inactive,Inactive
1207,0.000441432,Inactive,Inactive
998,0.0004377067,Inactive,Inactive
501,0.00042119622,Inactive,Inactive
397,0.00041741133,Inactive,Inactive
892,0.00041726232,Inactive,Inactive
388,0.0004143119,Inactive,Inactive
288,0.00040444732,Inactive,Inactive
162,0.0004005134,Inactive,Inactive
968,0.00039735436,Inactive,Inactive
926,0.00039684772,Inactive,Inactive
1107,0.00039476156,Inactive,Inactive
1235,0.00037804246,Inactive,Inactive
1230,0.00037240982,Inactive,Inactive
480,0.00036486983,Inactive,Inactive
675,0.00036019087,Inactive,Inactive
543,0.00035968423,Inactive,Inactive
916,0.0003567338,Inactive,Inactive
668,0.00035613775,Inactive,Inactive
735,0.00035512447,Inactive,Inactive
409,0.00035199523,Inactive,Inactive
234,0.00034755468,Inactive,Inactive
593,0.00034052134,Inactive,Inactive
712,0.00033131242,Inactive,Inactive
770,0.00032690167,Inactive,Inactive
471,0.00032365322,Inactive,Inactive
763,0.00031879544,Inactive,Inactive
659,0.00030875206,Inactive,Inactive
353,0.0003053844,Inactive,Inactive
819,0.00030079484,Inactive,Inactive
590,0.00030070543,Inactive,Inactive
1181,0.00029486418,Inactive,Inactive
1045,0.00028905272,Inactive,Inactive
574,0.00027123094,Inactive,Inactive
1229,0.0002655387,Inactive,Inactive
647,0.00026103854,Inactive,Inactive
365,0.00025233626,Inactive,Inactive
194,0.00025078654,Inactive,Inactive
390,0.00024971366,Inactive,Inactive
666,0.00024229288,Inactive,Inactive
525,0.00023108721,Inactive,Inactive
545,0.00022885203,Inactive,Inactive
982,0.00022736192,Inactive,Inactive
1100,0.00022006035,Inactive,Inactive
962,0.00021991134,Inactive,Inactive
759,0.00021547079,Inactive,Inactive
432,0.00021198392,Inactive,Inactive
78,0.00020304322,Inactive,Inactive
931,0.0002001524,Inactive,Inactive
617,0.00019964576,Inactive,Inactive
890,0.00019845366,Inactive,Inactive
976,0.00019732118,Inactive,Inactive
466,0.000195086,Inactive,Inactive
386,0.0001899004,Inactive,Inactive
953,0.00018575788,Inactive,Inactive
38,0.00018161535,Inactive,Active
822,0.00017529726,Inactive,Inactive
306,0.00017094612,Inactive,Inactive
718,0.0001706481,Inactive,Inactive
1234,0.00017008185,Inactive,Inactive
157,0.00016897917,Inactive,Inactive
623,0.00016763806,Inactive,Inactive
1040,0.00016364455,Inactive,Inactive
534,0.00016272068,Inactive,Inactive
771,0.00015690923,Inactive,Inactive
1001,0.00015354156,Inactive,Inactive
810,0.00015088916,Inactive,Inactive
383,0.00015035272,Inactive,Inactive
235,0.0001450479,Inactive,Inactive
866,0.0001437664,Inactive,Inactive
795,0.0001373887,Inactive,Inactive
127,0.00013574958,Inactive,Inactive
360,0.00012984872,Inactive,Inactive
739,0.00012731552,Inactive,Inactive
592,0.00012657046,Inactive,Inactive
421,0.00012540817,Inactive,Inactive
911,0.00012472272,Inactive,Inactive
79,0.000116829135,Inactive,Inactive
951,0.000114718365,Inactive,Inactive
1201,0.00011210923,Inactive,Inactive
676,0.0001115573,Inactive,Inactive
464,0.00011111581,Inactive,Inactive
489,0.00011107153,Inactive,Inactive
665,0.00010514206,Inactive,Inactive
290,0.00010491639,Inactive,Inactive
1214,9.949525E-05,Inactive,Inactive
99,9.8864744E-05,Inactive,Inactive
646,9.3186594E-05,Inactive,Inactive
955,9.1981565E-05,Inactive,Inactive
725,9.124583E-05,Inactive,Inactive
462,8.7408065E-05,Inactive,Inactive
838,8.2482016E-05,Inactive,Inactive
414,8.1854814E-05,Inactive,Inactive
431,8.127949E-05,Inactive,Inactive
66,7.9026046E-05,Inactive,Inactive
973,7.715765E-05,Inactive,Inactive
201,7.602659E-05,Inactive,Inactive
730,7.47772E-05,Inactive,Inactive
1157,7.319589E-05,Inactive,Inactive
1079,6.973599E-05,Inactive,Inactive
1087,6.834811E-05,Inactive,Inactive
220,6.711083E-05,Inactive,Inactive
141,6.43013E-05,Inactive,Inactive
243,6.163283E-05,Inactive,Inactive
918,5.896079E-05,Inactive,Inactive
589,5.3390322E-05,Inactive,Inactive
1026,5.3121446E-05,Inactive,Inactive
405,5.3051026E-05,Inactive,Inactive
151,5.2681822E-05,Inactive,Inactive
510,5.0871604E-05,Inactive,Inactive
1109,4.989608E-05,Inactive,Inactive
906,4.8581296E-05,Inactive,Inactive
977,4.8444443E-05,Inactive,Inactive
952,4.589542E-05,Inactive,Inactive
980,4.5598706E-05,Inactive,Inactive
1110,4.467353E-05,Inactive,Inactive
891,4.4410503E-05,Inactive,Inactive
961,4.4373035E-05,Inactive,Inactive
848,4.3901015E-05,Inactive,Inactive
226,4.368555E-05,Inactive,Inactive
334,4.351283E-05,Inactive,Inactive
1035,4.3085736E-05,Inactive,Inactive
1137,4.2867163E-05,Inactive,Inactive
1216,4.2781354E-05,Inactive,Inactive
140,4.2235624E-05,Inactive,Inactive
206,4.1607833E-05,Inactive,Inactive
975,3.9729402E-05,Inactive,Inactive
873,3.9423045E-05,Inactive,Inactive
1115,3.8300128E-05,Inactive,Inactive
669,3.8271977E-05,Inactive,Inactive
740,3.7281126E-05,Inactive,Inactive
811,3.72125E-05,Inactive,Inactive
887,3.695102E-05,Inactive,Inactive
793,3.6000478E-05,Inactive,Inactive
902,3.596424E-05,Inactive,Inactive
82,3.5955596E-05,Inactive,Inactive
64,3.5520778E-05,Inactive,Inactive
1007,3.5038112E-05,Inactive,Inactive
433,3.4911896E-05,Inactive,Inactive
834,3.4139546E-05,Inactive,Inactive
477,3.3705208E-05,Inactive,Inactive
434,3.346534E-05,Inactive,Inactive
965,3.3008906E-05,Inactive,Inactive
320,3.292317E-05,Inactive,Inactive
522,3.2614604E-05,Inactive,Inactive
398,3.2565247E-05,Inactive,Inactive
960,3.066337E-05,Inactive,Inactive
123,2.7039667E-05,Inactive,Inactive
885,2.605021E-05,Inactive,Inactive
232,2.5321746E-05,Inactive,Inactive
615,2.4947387E-05,Inactive,Inactive
823,2.4731205E-05,Inactive,Inactive
1072,2.4515659E-05,Inactive,Inactive
450,2.447793E-05,Inactive,Inactive
709,2.4421828E-05,Inactive,Inactive
627,2.439927E-05,Inactive,Inactive
752,2.4005925E-05,Inactive,Inactive
1085,2.2461696E-05,Inactive,Inactive
80,2.2457756E-05,Inactive,Inactive
212,2.1861042E-05,Inactive,Inactive
446,2.0977295E-05,Inactive,Inactive
546,1.993491E-05,Inactive,Inactive
495,1.9680914E-05,Inactive,Inactive
136,1.9400493E-05,Inactive,Inactive
719,1.8313254E-05,Inactive,Inactive
239,1.8238934E-05,Inactive,Inactive
404,1.8074248E-05,Inactive,Inactive
813,1.7953871E-05,Inactive,Inactive
476,1.7803113E-05,Inactive,Inactive
213,1.7467913E-05,Inactive,Inactive
410,1.7292254E-05,Inactive,Inactive
1036,1.72678E-05,Inactive,Inactive
570,1.7092243E-05,Inactive,Inactive
900,1.703805E-05,Inactive,Inactive
787,1.683955E-05,Inactive,Inactive
542,1.6829228E-05,Inactive,Inactive
745,1.6814116E-05,Inactive,Inactive
862,1.6068043E-05,Inactive,Inactive
154,1.5950392E-05,Inactive,Inactive
790,1.5846776E-05,Inactive,Inactive
755,1.512202E-05,Inactive,Inactive
700,1.5105099E-05,Inactive,Inactive
847,1.4985249E-05,Inactive,Inactive
1118,1.4940813E-05,Inactive,Inactive
1228,1.47462015E-05,Inactive,Inactive
1032,1.3466078E-05,Inactive,Inactive
369,1.32062E-05,Inactive,Inactive
110,1.3173294E-05,Inactive,Inactive
91,1.2736569E-05,Inactive,Inactive
308,1.2372203E-05,Inactive,Inactive
614,1.2323662E-05,Inactive,Inactive
957,1.1959845E-05,Inactive,Inactive
71,1.19070055E-05,Inactive,Inactive
1220,1.133218E-05,Inactive,Inactive
786,1.0856185E-05,Inactive,Inactive
111,1.0799556E-05,Inactive,Inactive
1103,1.01143305E-05,Inactive,Inactive
357,1.0110723E-05,Inactive,Inactive
1156,1.0091929E-05,Inactive,Inactive
948,1.0029793E-05,Inactive,Inactive
958,9.946598E-06,Inactive,Inactive
969,9.397592E-06,Inactive,Inactive
1008,8.932251E-06,Inactive,Inactive
798,8.877865E-06,Inactive,Inactive
478,8.851455E-06,Inactive,Inactive
130,8.790525E-06,Inactive,Inactive
1043,8.52067E-06,Inactive,Inactive
878,8.27325E-06,Inactive,Inactive
945,8.251888E-06,Inactive,Inactive
833,8.237255E-06,Inactive,Inactive
65,8.1830185E-06,Inactive,Inactive
1147,8.182371E-06,Inactive,Inactive
1005,8.024829E-06,Inactive,Inactive
889,7.958371E-06,Inactive,Inactive
579,7.786652E-06,Inactive,Inactive
792,7.67935E-06,Inactive,Inactive
995,7.6242045E-06,Inactive,Inactive
917,7.3486117E-06,Inactive,Inactive
394,7.303847E-06,Inactive,Inactive
619,7.267425E-06,Inactive,Inactive
104,7.10755E-06,Inactive,Inactive
661,7.050995E-06,Inactive,Inactive
601,6.8406052E-06,Inactive,Inactive
144,6.6712546E-06,Inactive,Inactive
1189,6.643237E-06,Inactive,Inactive
105,6.384049E-06,Inactive,Inactive
148,6.2515014E-06,Inactive,Inactive
204,5.8669093E-06,Inactive,Inactive
581,5.793771E-06,Inactive,Inactive
427,5.678903E-06,Inactive,Inactive
219,5.318321E-06,Inactive,Inactive
1222,5.273623E-06,Inactive,Inactive
999,4.9868654E-06,Inactive,Inactive
203,4.831915E-06,Inactive,Inactive
200,4.7464036E-06,Inactive,Inactive
202,4.698821E-06,Inactive,Inactive
651,4.550264E-06,Inactive,Inactive
714,4.534703E-06,Inactive,Inactive
441,4.474326E-06,Inactive,Inactive
189,4.390543E-06,Inactive,Inactive
329,4.339156E-06,Inactive,Inactive
247,4.2169518E-06,Inactive,Inactive
1215,4.0627074E-06,Inactive,Inactive
1055,4.0363766E-06,Inactive,Inactive
883,3.9604433E-06,Inactive,Inactive
879,3.901925E-06,Inactive,Inactive
438,3.6421727E-06,Inactive,Inactive
678,3.625853E-06,Inactive,Inactive
86,3.6000147E-06,Inactive,Inactive
536,3.5114494E-06,Inactive,Inactive
518,3.4724899E-06,Inactive,Inactive
972,3.4290929E-06,Inactive,Inactive
41,3.4080354E-06,Inactive,Inactive
532,3.394726E-06,Inactive,Inactive
