Precision,Recall
0.017454954954954954,1.0
0.016901408450704224,0.967741935483871
0.016910935738444193,0.967741935483871
0.01692047377326565,0.967741935483871
0.016930022573363433,0.967741935483871
0.01693958215697346,0.967741935483871
0.01694915254237288,0.967741935483871
0.016958733747880157,0.967741935483871
0.016968325791855202,0.967741935483871
0.01697792869269949,0.967741935483871
0.01698754246885617,0.967741935483871
0.0169971671388102,0.967741935483871
0.017006802721088437,0.967741935483871
0.017016449234259785,0.967741935483871
0.0170261066969353,0.967741935483871
0.017035775127768313,0.967741935483871
0.017045454545454544,0.967741935483871
0.017055144968732235,0.967741935483871
0.017064846416382253,0.967741935483871
0.01707455890722823,0.967741935483871
0.017084282460136675,0.967741935483871
0.017094017094017096,0.967741935483871
0.01710376282782212,0.967741935483871
0.017113519680547633,0.967741935483871
0.017123287671232876,0.967741935483871
0.017133066818960593,0.967741935483871
0.017142857142857144,0.967741935483871
0.017152658662092625,0.967741935483871
0.017162471395881007,0.967741935483871
0.017172295363480253,0.967741935483871
0.01718213058419244,0.967741935483871
0.017191977077363897,0.967741935483871
0.017201834862385322,0.967741935483871
0.01721170395869191,0.967741935483871
0.01722158438576349,0.967741935483871
0.01723147616312464,0.967741935483871
0.017241379310344827,0.967741935483871
0.017251293847038527,0.967741935483871
0.01726121979286536,0.967741935483871
0.017271157167530225,0.967741935483871
0.01728110599078341,0.967741935483871
0.01729106628242075,0.967741935483871
0.01730103806228374,0.967741935483871
0.017311021350259664,0.967741935483871
0.017321016166281754,0.967741935483871
0.01733102253032929,0.967741935483871
0.017341040462427744,0.967741935483871
0.01735106998264893,0.967741935483871
0.017361111111111112,0.967741935483871
0.017371163867979156,0.967741935483871
0.01738122827346466,0.967741935483871
0.017391304347826087,0.967741935483871
0.01740139211136891,0.967741935483871
0.017411491584445733,0.967741935483871
0.017421602787456445,0.967741935483871
0.017431725740848343,0.967741935483871
0.01744186046511628,0.967741935483871
0.017452006980802792,0.967741935483871
0.017462165308498253,0.967741935483871
0.017472335468841003,0.967741935483871
0.017482517482517484,0.967741935483871
0.01749271137026239,0.967741935483871
0.01750291715285881,0.967741935483871
0.017513134851138354,0.967741935483871
0.017523364485981307,0.967741935483871
0.017533606078316773,0.967741935483871
0.017543859649122806,0.967741935483871
0.017554125219426564,0.967741935483871
0.01756440281030445,0.967741935483871
0.01757469244288225,0.967741935483871
0.017584994138335287,0.967741935483871
0.017595307917888565,0.967741935483871
0.017605633802816902,0.967741935483871
0.017615971814445096,0.967741935483871
0.01762632197414806,0.967741935483871
0.01763668430335097,0.967741935483871
0.01764705882352941,0.967741935483871
0.017657445556209534,0.967741935483871
0.0176678445229682,0.967741935483871
0.01767825574543312,0.967741935483871
0.01768867924528302,0.967741935483871
