Precision,Recall
0.03227107704719645,1.0
0.03253182461103253,0.8625
0.032547169811320754,0.8625
0.03256252949504483,0.8625
0.032577903682719546,0.8625
0.03259329239489844,0.8625
0.03260869565217391,0.8625
0.032624113475177303,0.8625
0.032639545884579,0.8625
0.0326549929010885,0.8625
0.032670454545454544,0.8625
0.03268593083846518,0.8625
0.032701421800947865,0.8625
0.03224276908487435,0.85
0.03225806451612903,0.85
0.0322733744660655,0.85
0.032288698955365625,0.85
0.032304038004750596,0.85
0.03231939163498099,0.85
0.03185924869234427,0.8375
0.031874405328258804,0.8375
0.0318895763921942,0.8375
0.03190476190476191,0.8375
0.031919961886612676,0.8375
0.03193517635843661,0.8375
0.03195040534096328,0.8375
0.03196564885496183,0.8375
0.03198090692124105,0.8375
0.03199617956064948,0.8375
0.03201146679407549,0.8375
0.03202676864244742,0.8375
0.03204208512673362,0.8375
0.03205741626794258,0.8375
0.03207276208712303,0.8375
0.032088122605363985,0.8375
0.03210349784379492,0.8375
0.03211888782358581,0.8375
0.03213429256594724,0.8375
0.032149712092130515,0.8375
0.03216514642342775,0.8375
0.03218059558117195,0.8375
0.032196059586737144,0.8375
0.03221153846153846,0.8375
0.03222703222703223,0.8375
0.03224254090471607,0.8375
0.03225806451612903,0.8375
0.03227360308285164,0.8375
0.03228915662650603,0.8375
0.03230472516875603,0.8375
0.032320308731307285,0.8375
0.032335907335907334,0.8375
0.032351521004345726,0.8375
0.0323671497584541,0.8375
0.032382793620106334,0.8375
0.03239845261121857,0.8375
0.0324141267537494,0.8375
0.032429816069699906,0.8375
0.0324455205811138,0.8375
0.03246124031007752,0.8375
0.03247697527872031,0.8375
0.03249272550921436,0.8375
0.032508491023774864,0.8375
0.032524271844660196,0.8375
0.03254006799417193,0.8375
0.03255587949465501,0.8375
0.032571706368497814,0.8375
0.0325875486381323,0.8375
0.03260340632603406,0.8375
0.03261927945472249,0.8375
0.03263516804676084,0.8375
0.032651072124756333,0.8375
0.03266699171136031,0.8375
0.032682926829268294,0.8375
0.03269887750122011,0.8375
0.03271484375,0.8375
0.032730825598436736,0.8375
0.03274682306940371,0.8375
0.03276283618581907,0.8375
0.03277886497064579,0.8375
0.032794909446891826,0.8375
0.03281096963761019,0.8375
0.03282704556589907,0.8375
0.03284313725490196,0.8375
0.03285924472780775,0.8375
0.03287536800785083,0.8375
0.03289150711831124,0.8375
0.032907662082514735,0.8375
0.03292383292383293,0.8375
0.032940019665683384,0.8375
0.03295622233152976,0.8375
0.03297244094488189,0.8375
0.032988675529295915,0.8375
0.03300492610837438,0.8375
0.03302119270576639,0.8375
0.033037475345167655,0.8375
0.03305377405032067,0.8375
0.03257650542941757,0.825
0.03259259259259259,0.825
0.03260869565217391,0.825
0.03262481463173505,0.825
0.032640949554896145,0.825
0.0326571004453241,0.825
0.032673267326732675,0.825
0.03268945022288262,0.825
0.03270564915758176,0.825
0.03272186415468518,0.825
0.03273809523809524,0.825
0.032754342431761785,0.825
0.03277060575968222,0.825
0.03278688524590164,0.825
0.032803180914512925,0.825
0.03281949278965689,0.825
0.03283582089552239,0.825
0.03285216525634644,0.825
0.03286852589641434,0.825
0.03288490284005979,0.825
0.03290129611166501,0.825
0.03291770573566085,0.825
0.03293413173652695,0.825
0.032950574138791815,0.825
0.03296703296703297,0.825
0.03298350824587706,0.825
0.033,0.825
0.03301650825412707,0.825
0.03303303303303303,0.825
0.033049574361542315,0.825
0.033066132264529056,0.825
0.03308270676691729,0.825
0.033099297893681046,0.825
0.03311590566984446,0.825
0.03313253012048193,0.825
0.03314917127071823,0.825
0.033165829145728645,0.825
0.033182503770739065,0.825
0.03319919517102616,0.825
0.03321590337191746,0.825
0.03323262839879154,0.825
0.03324937027707808,0.825
0.03326612903225806,0.825
0.03328290468986384,0.825
0.033299697275479316,0.825
0.03331650681474003,0.825
0.03333333333333333,0.825
0.03335017685699848,0.825
0.033367037411526794,0.825
0.03338391502276176,0.825
0.03340080971659919,0.825
0.033417721518987344,0.825
0.03343465045592705,0.825
0.03345159655347187,0.825
0.033468559837728194,0.825
0.0334855403348554,0.825
0.03350253807106599,0.825
0.0335195530726257,0.825
0.03353658536585366,0.825
0.03355363497712252,0.825
0.0335707019328586,0.825
0.03358778625954199,0.825
0.03360488798370672,0.825
0.033622007131940905,0.825
0.03363914373088685,0.825
0.033656297807241206,0.825
0.0336734693877551,0.825
0.033690658499234305,0.825
0.033707865168539325,0.825
0.03372508942258559,0.825
0.03374233128834356,0.825
0.03375959079283888,0.825
0.033776867963152504,0.825
0.03379416282642089,0.825
0.03381147540983607,0.825
0.033828805740645826,0.825
0.033846153846153845,0.825
0.03386351975371986,0.825
0.033880903490759756,0.825
0.03389830508474576,0.825
0.03391572456320658,0.825
0.0339331619537275,0.825
0.033950617283950615,0.825
0.033968090581574885,0.825
0.03398558187435633,0.825
0.03400309119010819,0.825
0.03402061855670103,0.825
0.03403816400206292,0.825
0.034055727554179564,0.825
0.034073309241094474,0.825
0.03409090909090909,0.825
0.034108527131782945,0.825
0.03412616339193381,0.825
0.03414381789963787,0.825
0.034161490683229816,0.825
0.03417918177110305,0.825
0.03419689119170984,0.825
0.03421461897356143,0.825
0.03423236514522822,0.825
0.034250129735339904,0.825
0.03426791277258567,0.825
0.03428571428571429,0.825
0.034303534303534305,0.825
0.0343213728549142,0.825
0.03433922996878252,0.825
0.03435710567412806,0.825
0.034375,0.825
0.034392912975508075,0.825
0.03441084462982273,0.825
0.03442879499217527,0.825
0.03444676409185804,0.825
0.03446475195822454,0.825
0.034482758620689655,0.825
0.03450078410872975,0.825
0.034518828451882845,0.825
0.03453689167974882,0.825
0.03455497382198953,0.825
0.03457307490832897,0.825
0.03459119496855346,0.825
0.0346093340325118,0.825
0.03462749213011543,0.825
0.03464566929133858,0.825
0.03466386554621849,0.825
0.03468208092485549,0.825
0.03470031545741325,0.825
