No.,Active_Prob,Predicted_Class,Real_Class
9,1,Active,Active
13,1,Active,Active
33,1,Active,Active
37,1,Active,Active
225,1,Active,Inactive
235,1,Active,Inactive
274,1,Active,Inactive
275,1,Active,Inactive
391,1,Active,Inactive
429,1,Active,Inactive
438,1,Active,Inactive
443,1,Active,Inactive
456,1,Active,Inactive
487,1,Active,Inactive
501,1,Active,Inactive
544,1,Active,Inactive
564,1,Active,Inactive
565,1,Active,Inactive
615,1,Active,Inactive
665,1,Active,Inactive
675,1,Active,Inactive
688,1,Active,Inactive
710,1,Active,Inactive
757,1,Active,Inactive
806,1,Active,Inactive
997,1,Active,Inactive
1032,1,Active,Inactive
1047,1,Active,Inactive
1052,1,Active,Inactive
1054,1,Active,Inactive
1061,1,Active,Inactive
1066,1,Active,Inactive
1088,1,Active,Inactive
1112,1,Active,Inactive
1128,1,Active,Inactive
1129,1,Active,Inactive
1134,1,Active,Inactive
1140,1,Active,Inactive
1148,1,Active,Inactive
1204,1,Active,Inactive
1216,1,Active,Inactive
562,0.9999999,Active,Inactive
500,0.9999998,Active,Inactive
823,0.9999998,Active,Inactive
6,0.99999976,Active,Active
1063,0.99999976,Active,Inactive
1135,0.99999976,Active,Inactive
1146,0.99999976,Active,Inactive
763,0.9999997,Active,Inactive
1073,0.9999997,Active,Inactive
15,0.99999964,Active,Active
457,0.99999964,Active,Inactive
756,0.9999996,Active,Inactive
39,0.9999995,Active,Active
0,0.9999994,Active,Active
569,0.9999994,Active,Inactive
515,0.99999934,Active,Inactive
1149,0.9999993,Active,Inactive
1132,0.99999905,Active,Inactive
749,0.999999,Active,Inactive
518,0.9999989,Active,Inactive
1172,0.9999989,Active,Inactive
1170,0.9999987,Active,Inactive
244,0.99999857,Active,Inactive
583,0.99999857,Active,Inactive
162,0.999998,Active,Inactive
560,0.999998,Active,Inactive
892,0.99999774,Active,Inactive
286,0.99999714,Active,Inactive
1102,0.9999962,Active,Inactive
1121,0.9999962,Active,Inactive
250,0.9999959,Active,Inactive
21,0.9999937,Active,Active
713,0.99999356,Active,Inactive
284,0.99999297,Active,Inactive
1136,0.99999255,Active,Inactive
939,0.99999213,Active,Inactive
333,0.999992,Active,Inactive
194,0.9999893,Active,Inactive
767,0.9999871,Active,Inactive
111,0.9999862,Active,Inactive
1043,0.999986,Active,Inactive
736,0.9999857,Active,Inactive
1100,0.99997914,Active,Inactive
1223,0.99997866,Active,Inactive
258,0.9999782,Active,Inactive
80,0.999977,Active,Inactive
1236,0.99997354,Active,Inactive
933,0.9999701,Active,Inactive
116,0.99996614,Active,Inactive
1158,0.99996483,Active,Inactive
903,0.99996305,Active,Inactive
1232,0.9999564,Active,Inactive
307,0.9999528,Active,Inactive
1171,0.99995077,Active,Inactive
967,0.9999454,Active,Inactive
1173,0.9999424,Active,Inactive
54,0.9999423,Active,Inactive
699,0.99993813,Active,Inactive
3,0.9999318,Active,Active
887,0.9999286,Active,Inactive
328,0.99991655,Active,Inactive
27,0.9999159,Active,Active
323,0.99991035,Active,Inactive
18,0.9999089,Active,Active
234,0.9999032,Active,Inactive
53,0.99990094,Active,Inactive
1076,0.99989605,Active,Inactive
1184,0.9998933,Active,Inactive
135,0.99988425,Active,Inactive
16,0.999869,Active,Active
105,0.999864,Active,Inactive
20,0.99986017,Active,Active
1079,0.999851,Active,Inactive
1239,0.99983,Active,Inactive
1217,0.99982035,Active,Inactive
873,0.9998152,Active,Inactive
427,0.99979496,Active,Inactive
174,0.99979293,Active,Inactive
797,0.99979043,Active,Inactive
92,0.9997773,Active,Inactive
1142,0.9997765,Active,Inactive
173,0.9997564,Active,Inactive
1065,0.9997519,Active,Inactive
1010,0.9997449,Active,Inactive
445,0.9997263,Active,Inactive
658,0.99972093,Active,Inactive
1074,0.99968594,Active,Inactive
1215,0.9996797,Active,Inactive
789,0.9996704,Active,Inactive
771,0.9996669,Active,Inactive
505,0.99965036,Active,Inactive
4,0.999609,Active,Active
22,0.9996021,Active,Active
516,0.9996003,Active,Inactive
511,0.9995369,Active,Inactive
497,0.9995248,Active,Inactive
1220,0.9994726,Active,Inactive
1157,0.9994698,Active,Inactive
966,0.9994452,Active,Inactive
413,0.99940985,Active,Inactive
868,0.99938613,Active,Inactive
2,0.9993094,Active,Active
1111,0.9992449,Active,Inactive
1202,0.9992236,Active,Inactive
45,0.99915636,Active,Inactive
795,0.9990777,Active,Inactive
1163,0.99878657,Active,Inactive
960,0.9986996,Active,Inactive
310,0.9986861,Active,Inactive
1028,0.99861777,Active,Inactive
1213,0.9985735,Active,Inactive
332,0.9984815,Active,Inactive
582,0.9984169,Active,Inactive
963,0.9984138,Active,Inactive
759,0.9983869,Active,Inactive
418,0.9983493,Active,Inactive
146,0.99820626,Active,Inactive
716,0.99807227,Active,Inactive
504,0.99799407,Active,Inactive
681,0.99796844,Active,Inactive
