No.,Active_Prob,Predicted_Class,Real_Class
2,1,Active,Active
9,1,Active,Active
22,1,Active,Active
33,1,Active,Active
37,1,Active,Active
66,1,Active,Inactive
111,1,Active,Inactive
244,1,Active,Inactive
275,1,Active,Inactive
438,1,Active,Inactive
445,1,Active,Inactive
456,1,Active,Inactive
544,1,Active,Inactive
688,1,Active,Inactive
736,1,Active,Inactive
756,1,Active,Inactive
757,1,Active,Inactive
771,1,Active,Inactive
806,1,Active,Inactive
892,1,Active,Inactive
1102,1,Active,Inactive
1112,1,Active,Inactive
1136,1,Active,Inactive
1177,1,Active,Inactive
1204,1,Active,Inactive
1217,1,Active,Inactive
1232,1,Active,Inactive
391,0.9999999,Active,Inactive
997,0.9999998,Active,Inactive
1171,0.9999998,Active,Inactive
225,0.99999976,Active,Inactive
284,0.99999976,Active,Inactive
1213,0.99999976,Active,Inactive
173,0.99999964,Active,Inactive
1172,0.99999964,Active,Inactive
162,0.99999905,Active,Inactive
1065,0.99999905,Active,Inactive
1063,0.999999,Active,Inactive
54,0.9999989,Active,Inactive
10,0.9999987,Active,Active
3,0.9999977,Active,Active
823,0.99999756,Active,Inactive
207,0.9999974,Active,Inactive
675,0.99999475,Active,Inactive
429,0.99999183,Active,Inactive
755,0.99998796,Active,Inactive
310,0.9999875,Active,Inactive
457,0.999985,Active,Inactive
1098,0.9999813,Active,Inactive
15,0.99998105,Active,Active
562,0.99998045,Active,Inactive
216,0.99997973,Active,Inactive
146,0.99997926,Active,Inactive
205,0.9999788,Active,Inactive
737,0.9999769,Active,Inactive
21,0.99997586,Active,Active
1170,0.99997485,Active,Inactive
239,0.9999688,Active,Inactive
1054,0.9999681,Active,Inactive
332,0.999967,Active,Inactive
194,0.99996674,Active,Inactive
658,0.9999603,Active,Inactive
80,0.999954,Active,Inactive
511,0.9999528,Active,Inactive
560,0.99994886,Active,Inactive
277,0.9999474,Active,Inactive
960,0.99994045,Active,Inactive
763,0.9999398,Active,Inactive
1238,0.9999348,Active,Inactive
352,0.9999292,Active,Inactive
116,0.9999201,Active,Inactive
881,0.9999186,Active,Inactive
1028,0.99991703,Active,Inactive
234,0.9999156,Active,Inactive
518,0.99991345,Active,Inactive
285,0.99991035,Active,Inactive
213,0.9999018,Active,Inactive
796,0.9998771,Active,Inactive
868,0.9998759,Active,Inactive
1140,0.99987054,Active,Inactive
749,0.9998617,Active,Inactive
1173,0.99986017,Active,Inactive
607,0.9998538,Active,Inactive
1074,0.99983644,Active,Inactive
967,0.99981606,Active,Inactive
164,0.99977994,Active,Inactive
235,0.9997723,Active,Inactive
1218,0.99976397,Active,Inactive
27,0.9997624,Active,Active
443,0.9997612,Active,Inactive
1134,0.99973035,Active,Inactive
740,0.99971384,Active,Inactive
797,0.9996607,Active,Inactive
943,0.9996265,Active,Inactive
939,0.99961436,Active,Inactive
1114,0.99960816,Active,Inactive
396,0.9996065,Active,Inactive
20,0.999568,Active,Active
615,0.9995676,Active,Inactive
5,0.99955595,Active,Active
1148,0.99955344,Active,Inactive
716,0.9995,Active,Inactive
1132,0.9994879,Active,Inactive
369,0.99947244,Active,Inactive
174,0.99945676,Active,Inactive
800,0.9994521,Active,Inactive
75,0.9994389,Active,Inactive
1202,0.9994185,Active,Inactive
62,0.99940395,Active,Inactive
441,0.9993953,Active,Inactive
329,0.9993381,Active,Inactive
1220,0.9992988,Active,Inactive
317,0.9992504,Active,Inactive
1121,0.999194,Active,Inactive
286,0.99916625,Active,Inactive
333,0.99913585,Active,Inactive
940,0.99910104,Active,Inactive
627,0.99890137,Active,Inactive
582,0.9988371,Active,Inactive
1163,0.99876106,Active,Inactive
1236,0.9987453,Active,Inactive
966,0.99866724,Active,Inactive
1151,0.9985604,Active,Inactive
280,0.99852043,Active,Inactive
957,0.998345,Active,Inactive
781,0.9983226,Active,Inactive
963,0.9983027,Active,Inactive
436,0.99828243,Active,Inactive
26,0.9982244,Active,Active
501,0.99812376,Active,Inactive
1017,0.9980447,Active,Inactive
807,0.9977281,Active,Inactive
85,0.9976491,Active,Inactive
1106,0.99752593,Active,Inactive
574,0.99749565,Active,Inactive
699,0.9974161,Active,Inactive
455,0.99709356,Active,Inactive
1203,0.99702597,Active,Inactive
713,0.9970099,Active,Inactive
161,0.99695504,Active,Inactive
929,0.99693626,Active,Inactive
448,0.9968529,Active,Inactive
418,0.99674714,Active,Inactive
1088,0.9965111,Active,Inactive
67,0.99650455,Active,Inactive
509,0.9963295,Active,Inactive
204,0.9963123,Active,Inactive
504,0.99623674,Active,Inactive
25,0.99613756,Active,Active
270,0.9961253,Active,Inactive
1216,0.9959934,Active,Inactive
754,0.99573493,Active,Inactive
266,0.9955796,Active,Inactive
90,0.9955675,Active,Inactive
703,0.99552834,Active,Inactive
382,0.99546915,Active,Inactive
1001,0.99531025,Active,Inactive
690,0.9951977,Active,Inactive
491,0.9951788,Active,Inactive
47,0.9947517,Active,Inactive
1154,0.9947384,Active,Inactive
293,0.9944421,Active,Inactive
267,0.9944334,Active,Inactive
73,0.99432373,Active,Inactive
564,0.9941149,Active,Inactive
551,0.9940834,Active,Inactive
95,0.9938462,Active,Inactive
948,0.9935267,Active,Inactive
1013,0.9932851,Active,Inactive
887,0.9932705,Active,Inactive
953,0.99304724,Active,Inactive
92,0.99302983,Active,Inactive
428,0.9924892,Active,Inactive
516,0.99229586,Active,Inactive
1157,0.9922296,Active,Inactive
1224,0.99196565,Active,Inactive
258,0.99186903,Active,Inactive
766,0.9917606,Active,Inactive
733,0.9915111,Active,Inactive
450,0.9904463,Active,Inactive
13,0.99040914,Active,Active
933,0.9902943,Active,Inactive
318,0.9900063,Active,Inactive
927,0.98957646,Active,Inactive
305,0.98928607,Active,Inactive
1036,0.98925596,Active,Inactive
639,0.9889498,Active,Inactive
863,0.9888451,Active,Inactive
936,0.9888427,Active,Inactive
750,0.9885316,Active,Inactive
565,0.9878779,Active,Inactive
250,0.9876481,Active,Inactive
14,0.98691034,Active,Active
873,0.9865279,Active,Inactive
1111,0.9862304,Active,Inactive
1215,0.98531795,Active,Inactive
890,0.98487234,Active,Inactive
879,0.98474485,Active,Inactive
1052,0.984687,Active,Inactive
1135,0.98392993,Active,Inactive
1101,0.9839085,Active,Inactive
497,0.9837822,Active,Inactive
142,0.98280424,Active,Inactive
759,0.9828014,Active,Inactive
127,0.98278624,Active,Inactive
928,0.98233414,Active,Inactive
1156,0.98220307,Active,Inactive
424,0.98134756,Active,Inactive
309,0.98030967,Active,Inactive
132,0.98003197,Active,Inactive
1239,0.9795506,Active,Inactive
320,0.97954315,Active,Inactive
917,0.9792439,Active,Inactive
274,0.9776786,Active,Inactive
1230,0.97757745,Active,Inactive
218,0.97732884,Active,Inactive
1038,0.9763582,Active,Inactive
188,0.97607744,Active,Inactive
356,0.97572064,Active,Inactive
427,0.9753579,Active,Inactive
53,0.97395253,Active,Inactive
210,0.9730326,Active,Inactive
1158,0.9728024,Active,Inactive
