No.,Active_Prob,Predicted_Class,Real_Class
6,1,Active,Active
9,1,Active,Active
13,1,Active,Active
33,1,Active,Active
37,1,Active,Active
66,1,Active,Inactive
92,1,Active,Inactive
111,1,Active,Inactive
116,1,Active,Inactive
146,1,Active,Inactive
162,1,Active,Inactive
173,1,Active,Inactive
174,1,Active,Inactive
194,1,Active,Inactive
210,1,Active,Inactive
225,1,Active,Inactive
234,1,Active,Inactive
235,1,Active,Inactive
244,1,Active,Inactive
258,1,Active,Inactive
267,1,Active,Inactive
275,1,Active,Inactive
277,1,Active,Inactive
284,1,Active,Inactive
286,1,Active,Inactive
310,1,Active,Inactive
333,1,Active,Inactive
352,1,Active,Inactive
369,1,Active,Inactive
387,1,Active,Inactive
391,1,Active,Inactive
427,1,Active,Inactive
429,1,Active,Inactive
438,1,Active,Inactive
445,1,Active,Inactive
457,1,Active,Inactive
504,1,Active,Inactive
511,1,Active,Inactive
544,1,Active,Inactive
733,1,Active,Inactive
736,1,Active,Inactive
749,1,Active,Inactive
757,1,Active,Inactive
763,1,Active,Inactive
767,1,Active,Inactive
771,1,Active,Inactive
796,1,Active,Inactive
806,1,Active,Inactive
881,1,Active,Inactive
960,1,Active,Inactive
1036,1,Active,Inactive
1102,1,Active,Inactive
1112,1,Active,Inactive
1114,1,Active,Inactive
1136,1,Active,Inactive
1157,1,Active,Inactive
1162,1,Active,Inactive
1170,1,Active,Inactive
1171,1,Active,Inactive
1177,1,Active,Inactive
1217,1,Active,Inactive
1232,1,Active,Inactive
777,0.9999999,Active,Inactive
1239,0.9999998,Active,Inactive
323,0.99999976,Active,Inactive
329,0.99999976,Active,Inactive
443,0.99999976,Active,Inactive
737,0.99999976,Active,Inactive
1129,0.99999976,Active,Inactive
868,0.9999997,Active,Inactive
250,0.99999964,Active,Inactive
713,0.99999964,Active,Inactive
95,0.9999995,Active,Inactive
213,0.9999994,Active,Inactive
312,0.9999994,Active,Inactive
939,0.9999993,Active,Inactive
1165,0.9999993,Active,Inactive
966,0.9999992,Active,Inactive
148,0.99999905,Active,Inactive
518,0.999999,Active,Inactive
456,0.9999989,Active,Inactive
309,0.9999988,Active,Inactive
274,0.9999987,Active,Inactive
766,0.9999987,Active,Inactive
285,0.99999857,Active,Inactive
205,0.9999982,Active,Inactive
1172,0.9999981,Active,Inactive
75,0.9999979,Active,Inactive
1213,0.99999774,Active,Inactive
346,0.9999975,Active,Inactive
332,0.99999744,Active,Inactive
797,0.9999973,Active,Inactive
161,0.999997,Active,Inactive
1216,0.9999967,Active,Inactive
1223,0.99999595,Active,Inactive
1238,0.99999595,Active,Inactive
80,0.9999957,Active,Inactive
22,0.99999547,Active,Active
287,0.99999547,Active,Inactive
90,0.9999954,Active,Inactive
54,0.99999535,Active,Inactive
216,0.9999952,Active,Inactive
248,0.99999475,Active,Inactive
933,0.99999475,Active,Inactive
768,0.9999947,Active,Inactive
1154,0.99999446,Active,Inactive
164,0.9999944,Active,Inactive
317,0.9999938,Active,Inactive
15,0.99999374,Active,Active
424,0.99999356,Active,Inactive
1173,0.9999933,Active,Inactive
280,0.9999931,Active,Inactive
396,0.99999285,Active,Inactive
963,0.99999183,Active,Inactive
1163,0.9999914,Active,Inactive
800,0.9999907,Active,Inactive
336,0.9999887,Active,Inactive
582,0.9999882,Active,Inactive
430,0.9999876,Active,Inactive
254,0.9999872,Active,Inactive
170,0.9999864,Active,Inactive
1098,0.9999845,Active,Inactive
755,0.99998415,Active,Inactive
501,0.99998397,Active,Inactive
176,0.9999837,Active,Inactive
239,0.99998355,Active,Inactive
789,0.999981,Active,Inactive
441,0.9999802,Active,Inactive
801,0.9999789,Active,Inactive
776,0.9999782,Active,Inactive
127,0.99997735,Active,Inactive
79,0.99997634,Active,Inactive
351,0.9999751,Active,Inactive
890,0.9999727,Active,Inactive
96,0.9999719,Active,Inactive
455,0.9999694,Active,Inactive
1156,0.9999684,Active,Inactive
307,0.99996686,Active,Inactive
195,0.9999622,Active,Inactive
450,0.9999577,Active,Inactive
211,0.9999513,Active,Inactive
45,0.9999508,Active,Inactive
119,0.99994797,Active,Inactive
318,0.99994516,Active,Inactive
903,0.99994105,Active,Inactive
85,0.99993974,Active,Inactive
142,0.9999397,Active,Inactive
967,0.9999372,Active,Inactive
924,0.9999364,Active,Inactive
53,0.9999319,Active,Inactive
792,0.99992764,Active,Inactive
928,0.9999272,Active,Inactive
500,0.99992436,Active,Inactive
21,0.9999206,Active,Active
270,0.99991953,Active,Inactive
688,0.9999136,Active,Inactive
795,0.9999009,Active,Inactive
464,0.999891,Active,Inactive
26,0.9998679,Active,Active
781,0.999856,Active,Inactive
815,0.99985325,Active,Inactive
188,0.99983555,Active,Inactive
62,0.9998343,Active,Inactive
4,0.99983054,Active,Active
320,0.99983007,Active,Inactive
401,0.99980843,Active,Inactive
750,0.99980843,Active,Inactive
218,0.99980706,Active,Inactive
716,0.9998068,Active,Inactive
2,0.99979913,Active,Active
328,0.9997833,Active,Inactive
105,0.999776,Active,Inactive
3,0.9997609,Active,Active
1111,0.9997541,Active,Inactive
132,0.99972403,Active,Inactive
502,0.99968976,Active,Inactive
379,0.999678,Active,Inactive
1017,0.99966145,Active,Inactive
1230,0.99965906,Active,Inactive
1218,0.99965733,Active,Inactive
440,0.9996204,Active,Inactive
232,0.9996052,Active,Inactive
714,0.9996041,Active,Inactive
756,0.9995888,Active,Inactive
1161,0.9995781,Active,Inactive
67,0.9995271,Active,Inactive
943,0.99951804,Active,Inactive
1215,0.99948514,Active,Inactive
93,0.9994798,Active,Inactive
873,0.99943066,Active,Inactive
138,0.9993874,Active,Inactive
418,0.99936384,Active,Inactive
892,0.99935853,Active,Inactive
358,0.99934685,Active,Inactive
94,0.99933434,Active,Inactive
1001,0.99931586,Active,Inactive
917,0.9993098,Active,Inactive
703,0.9993066,Active,Inactive
177,0.9993016,Active,Inactive
55,0.9992628,Active,Inactive
957,0.99926,Active,Inactive
969,0.99922836,Active,Inactive
1071,0.99918526,Active,Inactive
936,0.9991746,Active,Inactive
204,0.99913883,Active,Inactive
69,0.9990477,Active,Inactive
207,0.9990345,Active,Inactive
515,0.99891865,Active,Inactive
607,0.99889743,Active,Inactive
16,0.9988555,Active,Active
805,0.99884,Active,Inactive
179,0.9988361,Active,Inactive
393,0.9986976,Active,Inactive
516,0.9986614,Active,Inactive
675,0.99857056,Active,Inactive
241,0.9985523,Active,Inactive
740,0.9985457,Active,Inactive
1031,0.998429,Active,Inactive
135,0.9983609,Active,Inactive
436,0.9983083,Active,Inactive
1038,0.9982972,Active,Inactive
1106,0.99821955,Active,Inactive
823,0.99818754,Active,Inactive
201,0.99818385,Active,Inactive
420,0.99815863,Active,Inactive
407,0.99814355,Active,Inactive
64,0.9981314,Active,Inactive
408,0.99812526,Active,Inactive
52,0.99806136,Active,Inactive
431,0.9979993,Active,Inactive
1042,0.99794436,Active,Inactive
1055,0.997918,Active,Inactive
0,0.99789333,Active,Active
293,0.99786687,Active,Inactive
20,0.997857,Active,Active
266,0.99783003,Active,Inactive
497,0.9976387,Active,Inactive
1140,0.9976151,Active,Inactive
961,0.9974961,Active,Inactive
360,0.9974829,Active,Inactive
1013,0.9974617,Active,Inactive
