No.,Active_Prob,Predicted_Class,Real_Class
0,1,Active,Active
2,1,Active,Active
3,1,Active,Active
4,1,Active,Active
5,1,Active,Active
8,1,Active,Active
9,1,Active,Active
10,1,Active,Active
12,1,Active,Active
14,1,Active,Active
15,1,Active,Active
16,1,Active,Active
17,1,Active,Active
19,1,Active,Active
21,1,Active,Active
22,1,Active,Active
24,1,Active,Active
25,1,Active,Active
26,1,Active,Active
27,1,Active,Active
28,1,Active,Active
32,1,Active,Active
33,1,Active,Active
35,1,Active,Active
36,1,Active,Active
6,0.9999994,Active,Active
7,0.99999785,Active,Active
34,0.9999512,Active,Active
31,0.999661,Active,Active
13,0.99963665,Active,Active
393,0.9909098,Active,Inactive
1,0.9512471,Active,Active
222,0.087950945,Inactive,Inactive
926,0.02806142,Inactive,Inactive
807,0.02620703,Inactive,Inactive
772,0.014418781,Inactive,Inactive
1059,0.012833536,Inactive,Inactive
811,0.010248959,Inactive,Inactive
999,0.008019984,Inactive,Inactive
89,0.006111026,Inactive,Inactive
145,0.0027257204,Inactive,Inactive
29,0.0009929538,Inactive,Active
190,0.00087693334,Inactive,Inactive
993,0.0008406937,Inactive,Inactive
375,0.0008049011,Inactive,Inactive
741,0.0007389486,Inactive,Inactive
744,0.00022241473,Inactive,Inactive
296,0.00017380714,Inactive,Inactive
385,0.00014361739,Inactive,Inactive
596,0.00012665987,Inactive,Inactive
1197,0.00011443809,Inactive,Inactive
324,8.474579E-05,Inactive,Inactive
720,4.9802857E-05,Inactive,Inactive
381,4.2288706E-05,Inactive,Inactive
566,2.673293E-05,Inactive,Inactive
712,2.2455464E-05,Inactive,Inactive
221,1.8797238E-05,Inactive,Inactive
395,1.8168555E-05,Inactive,Inactive
784,1.7101636E-05,Inactive,Inactive
1195,1.7009686E-05,Inactive,Inactive
746,1.4946258E-05,Inactive,Inactive
18,1.4724265E-05,Inactive,Active
1132,1.4339146E-05,Inactive,Inactive
455,1.3836759E-05,Inactive,Inactive
1184,1.3128883E-05,Inactive,Inactive
738,1.2867927E-05,Inactive,Inactive
418,1.2568798E-05,Inactive,Inactive
201,1.0806819E-05,Inactive,Inactive
1056,8.011577E-06,Inactive,Inactive
735,7.8178655E-06,Inactive,Inactive
361,6.7130572E-06,Inactive,Inactive
365,6.1314695E-06,Inactive,Inactive
957,5.847861E-06,Inactive,Inactive
431,5.2920273E-06,Inactive,Inactive
851,5.250544E-06,Inactive,Inactive
644,4.4687054E-06,Inactive,Inactive
780,4.2213333E-06,Inactive,Inactive
1226,4.2192846E-06,Inactive,Inactive
756,4.1826706E-06,Inactive,Inactive
642,3.4814195E-06,Inactive,Inactive
229,3.2102269E-06,Inactive,Inactive
837,3.16248E-06,Inactive,Inactive
586,2.9145165E-06,Inactive,Inactive
942,2.6987536E-06,Inactive,Inactive
23,2.0975383E-06,Inactive,Active
143,1.8675829E-06,Inactive,Inactive
218,1.6973428E-06,Inactive,Inactive
874,1.686294E-06,Inactive,Inactive
11,1.455631E-06,Inactive,Active
1218,1.4387836E-06,Inactive,Inactive
85,1.3245735E-06,Inactive,Inactive
842,9.844738E-07,Inactive,Inactive
959,9.316775E-07,Inactive,Inactive
1092,8.8297486E-07,Inactive,Inactive
617,8.78902E-07,Inactive,Inactive
1145,8.468955E-07,Inactive,Inactive
402,8.3563947E-07,Inactive,Inactive
713,8.238335E-07,Inactive,Inactive
729,8.230545E-07,Inactive,Inactive
244,8.1200767E-07,Inactive,Inactive
1046,7.9975797E-07,Inactive,Inactive
37,7.443482E-07,Inactive,Active
436,6.884326E-07,Inactive,Inactive
718,6.864468E-07,Inactive,Inactive
869,5.527788E-07,Inactive,Inactive
192,5.518659E-07,Inactive,Inactive
605,5.142656E-07,Inactive,Inactive
533,4.948296E-07,Inactive,Inactive
591,4.947819E-07,Inactive,Inactive
75,4.5236385E-07,Inactive,Inactive
157,4.5065914E-07,Inactive,Inactive
549,4.4949465E-07,Inactive,Inactive
202,4.475083E-07,Inactive,Inactive
1119,4.1529694E-07,Inactive,Inactive
534,3.5290194E-07,Inactive,Inactive
760,3.3514587E-07,Inactive,Inactive
369,2.9444163E-07,Inactive,Inactive
1190,2.8395138E-07,Inactive,Inactive
867,2.5234525E-07,Inactive,Inactive
485,2.4430864E-07,Inactive,Inactive
654,2.3596698E-07,Inactive,Inactive
1052,2.2813782E-07,Inactive,Inactive
953,2.2359363E-07,Inactive,Inactive
227,2.2086712E-07,Inactive,Inactive
1211,2.0368569E-07,Inactive,Inactive
1210,1.9955033E-07,Inactive,Inactive
432,1.8386787E-07,Inactive,Inactive
824,1.8228674E-07,Inactive,Inactive
978,1.6924929E-07,Inactive,Inactive
208,1.6229981E-07,Inactive,Inactive
345,1.4645684E-07,Inactive,Inactive
211,1.17932814E-07,Inactive,Inactive
476,1.1456523E-07,Inactive,Inactive
287,1.1360735E-07,Inactive,Inactive
415,1.1225691E-07,Inactive,Inactive
619,1.1124892E-07,Inactive,Inactive
522,1.0390526E-07,Inactive,Inactive
898,1.0218437E-07,Inactive,Inactive
386,9.74234E-08,Inactive,Inactive
518,8.937841E-08,Inactive,Inactive
1079,8.471561E-08,Inactive,Inactive
150,8.2752855E-08,Inactive,Inactive
611,8.023359E-08,Inactive,Inactive
865,8.007551E-08,Inactive,Inactive
1158,7.5048426E-08,Inactive,Inactive
495,6.694197E-08,Inactive,Inactive
1186,6.4073056E-08,Inactive,Inactive
94,6.137319E-08,Inactive,Inactive
1004,5.884644E-08,Inactive,Inactive
215,5.5937765E-08,Inactive,Inactive
230,5.367235E-08,Inactive,Inactive
406,5.333202E-08,Inactive,Inactive
801,4.7212797E-08,Inactive,Inactive
475,4.5038565E-08,Inactive,Inactive
425,4.3246548E-08,Inactive,Inactive
79,3.7602074E-08,Inactive,Inactive
65,3.66103E-08,Inactive,Inactive
880,2.9756583E-08,Inactive,Inactive
822,2.924969E-08,Inactive,Inactive
360,2.7611035E-08,Inactive,Inactive
543,2.573072E-08,Inactive,Inactive
904,2.5210625E-08,Inactive,Inactive
1096,2.3921809E-08,Inactive,Inactive
488,2.385961E-08,Inactive,Inactive
61,2.3587845E-08,Inactive,Inactive
931,2.178791E-08,Inactive,Inactive
1107,2.1100577E-08,Inactive,Inactive
439,2.091103E-08,Inactive,Inactive
1168,2.0245178E-08,Inactive,Inactive
537,1.9374431E-08,Inactive,Inactive
692,1.6166467E-08,Inactive,Inactive
830,1.5669137E-08,Inactive,Inactive
1045,1.550358E-08,Inactive,Inactive
954,1.5013264E-08,Inactive,Inactive
1109,1.4104355E-08,Inactive,Inactive
574,1.3891409E-08,Inactive,Inactive
545,1.3620101E-08,Inactive,Inactive
154,1.2744288E-08,Inactive,Inactive
292,1.266331E-08,Inactive,Inactive
655,1.2322656E-08,Inactive,Inactive
420,1.2277167E-08,Inactive,Inactive
1003,1.1983117E-08,Inactive,Inactive
