No.,Active_Prob,Predicted_Class,Real_Class
0,1,Active,Active
1,1,Active,Active
2,1,Active,Active
3,1,Active,Active
4,1,Active,Active
5,1,Active,Active
6,1,Active,Active
8,1,Active,Active
9,1,Active,Active
10,1,Active,Active
11,1,Active,Active
12,1,Active,Active
13,1,Active,Active
14,1,Active,Active
15,1,Active,Active
16,1,Active,Active
17,1,Active,Active
19,1,Active,Active
20,1,Active,Active
21,1,Active,Active
22,1,Active,Active
23,1,Active,Active
24,1,Active,Active
25,1,Active,Active
26,1,Active,Active
27,1,Active,Active
28,1,Active,Active
29,1,Active,Active
30,1,Active,Active
31,1,Active,Active
32,1,Active,Active
33,1,Active,Active
34,1,Active,Active
35,1,Active,Active
36,1,Active,Active
121,1,Active,Inactive
192,1,Active,Inactive
211,1,Active,Inactive
222,1,Active,Inactive
226,1,Active,Inactive
244,1,Active,Inactive
414,1,Active,Inactive
425,1,Active,Inactive
432,1,Active,Inactive
513,1,Active,Inactive
741,1,Active,Inactive
780,1,Active,Inactive
807,1,Active,Inactive
876,1,Active,Inactive
1056,1,Active,Inactive
495,0.9999999,Active,Inactive
713,0.9999999,Active,Inactive
426,0.9999998,Active,Inactive
37,0.99999976,Active,Active
79,0.99999964,Active,Inactive
869,0.99999964,Active,Inactive
7,0.9999993,Active,Active
54,0.9999993,Active,Inactive
1005,0.9999993,Active,Inactive
709,0.9999991,Active,Inactive
1118,0.99999905,Active,Inactive
566,0.9999989,Active,Inactive
637,0.99999857,Active,Inactive
744,0.99999857,Active,Inactive
1184,0.99999774,Active,Inactive
475,0.9999975,Active,Inactive
215,0.99999726,Active,Inactive
1091,0.9999972,Active,Inactive
386,0.9999971,Active,Inactive
772,0.999996,Active,Inactive
1008,0.9999949,Active,Inactive
231,0.9999945,Active,Inactive
1190,0.99999416,Active,Inactive
974,0.9999939,Active,Inactive
227,0.99999356,Active,Inactive
999,0.99999297,Active,Inactive
485,0.99999285,Active,Inactive
89,0.9999923,Active,Inactive
230,0.9999912,Active,Inactive
90,0.99999106,Active,Inactive
201,0.99999106,Active,Inactive
18,0.99999094,Active,Active
221,0.9999906,Active,Inactive
436,0.9999901,Active,Inactive
887,0.99998975,Active,Inactive
61,0.9999894,Active,Inactive
1027,0.99998933,Active,Inactive
385,0.9999864,Active,Inactive
80,0.99998593,Active,Inactive
218,0.9999846,Active,Inactive
439,0.999982,Active,Inactive
898,0.99998045,Active,Inactive
614,0.9999801,Active,Inactive
545,0.99997705,Active,Inactive
404,0.99997675,Active,Inactive
134,0.9999745,Active,Inactive
904,0.99997026,Active,Inactive
75,0.99996704,Active,Inactive
707,0.9999648,Active,Inactive
1046,0.9999639,Active,Inactive
1197,0.99996185,Active,Inactive
128,0.9999603,Active,Inactive
70,0.9999589,Active,Inactive
944,0.99995667,Active,Inactive
375,0.9999552,Active,Inactive
979,0.9999534,Active,Inactive
1195,0.9999503,Active,Inactive
