Precision,Recall
0.04424778761061947,1.0
0.043718871057000556,0.9875
0.043743078626799554,0.9875
0.04376731301939058,0.9875
0.04379157427937916,0.9875
0.043815862451469775,0.9875
0.04384017758046615,0.9875
0.04386451971127152,0.9875
0.04388888888888889,0.9875
0.04391328515842134,0.9875
0.0439377085650723,0.9875
0.0439621591541458,0.9875
0.04398663697104677,0.9875
0.04401114206128134,0.9875
0.04403567447045708,0.9875
0.044060234244283326,0.9875
0.04408482142857143,0.9875
0.044109436069235064,0.9875
0.044134078212290505,0.9875
0.044158747903856904,0.9875
0.0441834451901566,0.9875
0.04420817011751539,0.9875
0.044232922732362824,0.9875
0.044257703081232495,0.9875
0.044282511210762335,0.9875
0.0443073471676949,0.9875
0.044332210998877665,0.9875
0.04435710275126333,0.9875
0.044382022471910115,0.9875
0.04440697020798201,0.9875
0.04443194600674916,0.9875
0.04445694991558807,0.9875
0.04448198198198198,0.9875
0.044507042253521124,0.9875
0.044532130777903044,0.9875
0.044557247602932885,0.9875
0.044582392776523705,0.9875
0.044607566346696784,0.9875
0.04463276836158192,0.9875
0.04465799886941775,0.9875
0.04468325791855204,0.9875
0.04470854555744199,0.9875
0.04473386183465459,0.9875
0.04475920679886686,0.9875
0.04478458049886622,0.9875
0.04480998298355077,0.9875
0.044835414301929624,0.9875
0.044860874503123226,0.9875
0.044886363636363634,0.9875
0.044911881750994885,0.9875
0.044937428896473265,0.9875
0.04496300512236767,0.9875
0.044988610478359906,0.9875
0.045014245014245016,0.9875
0.04503990877993159,0.9875
0.0450656018254421,0.9875
0.04509132420091324,0.9875
0.04511707595659623,0.9875
0.045142857142857144,0.9875
0.04516866781017725,0.9875
0.04519450800915332,0.9875
0.045220377790498,0.9875
0.04524627720504009,0.9875
0.04527220630372493,0.9875
0.04529816513761468,0.9875
0.045324153757888695,0.9875
0.04535017221584386,0.9875
0.045376220562894885,0.9875
0.045402298850574715,0.9875
0.04542840713053479,0.9875
0.045454545454545456,0.9875
0.04548071387449626,0.9875
0.04550691244239631,0.9875
0.04553314121037464,0.9875
0.04555940023068051,0.9875
0.04558568955568378,0.9875
0.04561200923787529,0.9875
0.04563835932986713,0.9875
0.04566473988439306,0.9875
0.04569115095430885,0.9875
0.045717592592592594,0.9875
0.045744064852345105,0.9875
0.04577056778679027,0.9875
0.04579710144927536,0.9875
0.04524361948955916,0.975
