No.,Active_Prob,Predicted_Class,Real_Class
6,1,Active,Active
10,1,Active,Active
12,1,Active,Active
13,1,Active,Active
18,1,Active,Active
26,1,Active,Active
28,1,Active,Active
29,1,Active,Active
35,1,Active,Active
36,1,Active,Active
974,1,Active,Inactive
976,1,Active,Inactive
2054,1,Active,Inactive
2055,1,Active,Inactive
2,0.9999993,Active,Active
5,0.9999944,Active,Active
556,0.9792423,Active,Inactive
32,0.0030344427,Inactive,Active
1663,0.0010847151,Inactive,Inactive
997,5.0768955E-05,Inactive,Inactive
870,1.4795856E-07,Inactive,Inactive
8,5.9109556E-08,Inactive,Active
27,6.172823E-11,Inactive,Active
116,2.7638078E-11,Inactive,Inactive
918,1.5578847E-11,Inactive,Inactive
1077,4.8760384E-12,Inactive,Inactive
1805,2.5208555E-12,Inactive,Inactive
4,9.809253E-13,Inactive,Active
2141,3.0773601E-13,Inactive,Inactive
684,1.2950085E-13,Inactive,Inactive
1488,6.9801065E-14,Inactive,Inactive
1072,6.736457E-14,Inactive,Inactive
902,6.38926E-14,Inactive,Inactive
698,5.975608E-14,Inactive,Inactive
160,1.6334285E-14,Inactive,Inactive
1074,4.714163E-15,Inactive,Inactive
1264,2.5088263E-15,Inactive,Inactive
1049,1.8812619E-15,Inactive,Inactive
1341,8.7192936E-16,Inactive,Inactive
1424,4.9801693E-17,Inactive,Inactive
933,1.4065712E-17,Inactive,Inactive
1125,1.3085203E-17,Inactive,Inactive
2062,1.25993355E-17,Inactive,Inactive
655,6.4676946E-18,Inactive,Inactive
1542,5.2101985E-18,Inactive,Inactive
807,3.7324494E-18,Inactive,Inactive
56,2.88756E-18,Inactive,Inactive
377,1.52392E-18,Inactive,Inactive
1865,1.428797E-18,Inactive,Inactive
710,1.1371565E-18,Inactive,Inactive
2020,9.395657E-19,Inactive,Inactive
1016,7.3759457E-19,Inactive,Inactive
1127,2.8583298E-19,Inactive,Inactive
813,2.6026284E-19,Inactive,Inactive
586,2.244128E-19,Inactive,Inactive
365,1.2953974E-19,Inactive,Inactive
208,1.2554896E-19,Inactive,Inactive
969,1.2058736E-19,Inactive,Inactive
1035,1.1382452E-19,Inactive,Inactive
2160,9.9967756E-20,Inactive,Inactive
1254,6.801338E-20,Inactive,Inactive
1634,6.6711115E-20,Inactive,Inactive
448,1.1113388E-20,Inactive,Inactive
654,8.47548E-21,Inactive,Inactive
851,4.79056E-21,Inactive,Inactive
1374,3.727421E-21,Inactive,Inactive
1283,2.871321E-21,Inactive,Inactive
418,2.0128956E-21,Inactive,Inactive
892,1.860914E-21,Inactive,Inactive
1438,1.5939298E-21,Inactive,Inactive
250,1.3278569E-21,Inactive,Inactive
579,1.1517888E-21,Inactive,Inactive
2065,5.3789005E-22,Inactive,Inactive
1200,2.9190406E-22,Inactive,Inactive
1018,2.6553338E-22,Inactive,Inactive
718,2.432594E-22,Inactive,Inactive
2106,2.1539096E-22,Inactive,Inactive
1888,2.0868844E-22,Inactive,Inactive
640,1.5675721E-22,Inactive,Inactive
863,1.2536117E-22,Inactive,Inactive
1788,1.02280897E-22,Inactive,Inactive
2070,7.745376E-23,Inactive,Inactive
1223,4.9429068E-23,Inactive,Inactive
576,4.4605897E-23,Inactive,Inactive
1277,4.098955E-23,Inactive,Inactive
2148,3.2940676E-23,Inactive,Inactive
101,2.9370557E-23,Inactive,Inactive
817,2.9035357E-23,Inactive,Inactive
2063,2.8523443E-23,Inactive,Inactive
1709,2.38506E-23,Inactive,Inactive
279,2.2872591E-23,Inactive,Inactive
447,1.8902606E-23,Inactive,Inactive
1052,1.8748065E-23,Inactive,Inactive
1991,1.4188973E-23,Inactive,Inactive
1780,1.4170744E-23,Inactive,Inactive
1828,1.308771E-23,Inactive,Inactive
1141,8.746142E-24,Inactive,Inactive
1082,8.291523E-24,Inactive,Inactive
333,7.349358E-24,Inactive,Inactive
1737,6.815219E-24,Inactive,Inactive
1744,6.1339225E-24,Inactive,Inactive
1971,5.767191E-24,Inactive,Inactive
929,5.5604466E-24,Inactive,Inactive
48,5.261112E-24,Inactive,Inactive
678,3.7711227E-24,Inactive,Inactive
1126,3.63982E-24,Inactive,Inactive
1989,3.5474696E-24,Inactive,Inactive
564,2.9834996E-24,Inactive,Inactive
1363,2.4050584E-24,Inactive,Inactive
1382,2.2042963E-24,Inactive,Inactive
308,1.9756773E-24,Inactive,Inactive
1480,1.9037048E-24,Inactive,Inactive
1996,1.7868173E-24,Inactive,Inactive
2075,1.695614E-24,Inactive,Inactive
248,1.6776697E-24,Inactive,Inactive
72,1.2040824E-24,Inactive,Inactive
2134,9.958195E-25,Inactive,Inactive
231,9.235859E-25,Inactive,Inactive
1534,7.283654E-25,Inactive,Inactive
526,6.3581523E-25,Inactive,Inactive
1105,6.313175E-25,Inactive,Inactive
1527,5.987897E-25,Inactive,Inactive
1110,5.8526917E-25,Inactive,Inactive
1196,5.8240506E-25,Inactive,Inactive
1537,5.1769165E-25,Inactive,Inactive
1560,4.6506945E-25,Inactive,Inactive
1692,4.3111934E-25,Inactive,Inactive
1422,4.0936063E-25,Inactive,Inactive
1827,3.8681272E-25,Inactive,Inactive
382,3.4778984E-25,Inactive,Inactive
1751,3.35193E-25,Inactive,Inactive
1512,3.0222154E-25,Inactive,Inactive
1234,2.9213866E-25,Inactive,Inactive
984,2.2940026E-25,Inactive,Inactive
349,2.093643E-25,Inactive,Inactive
1103,2.0751642E-25,Inactive,Inactive
1055,1.9655279E-25,Inactive,Inactive
686,1.7820174E-25,Inactive,Inactive
1161,1.7039518E-25,Inactive,Inactive
1358,1.649386E-25,Inactive,Inactive
1543,1.6447931E-25,Inactive,Inactive
1520,1.6046396E-25,Inactive,Inactive
1741,1.3365697E-25,Inactive,Inactive
1450,9.940617E-26,Inactive,Inactive
1253,9.188729E-26,Inactive,Inactive
1539,7.492388E-26,Inactive,Inactive
889,7.3463793E-26,Inactive,Inactive
681,5.824581E-26,Inactive,Inactive
2166,5.362029E-26,Inactive,Inactive
1147,4.9813626E-26,Inactive,Inactive
