No.,Active_Prob,Predicted_Class,Real_Class
5,1,Active,Active
6,1,Active,Active
12,1,Active,Active
13,1,Active,Active
18,1,Active,Active
26,1,Active,Active
28,1,Active,Active
29,1,Active,Active
35,1,Active,Active
36,1,Active,Active
556,1,Active,Inactive
2054,1,Active,Inactive
2055,1,Active,Inactive
0,0.99999964,Active,Active
2,0.83146405,Active,Active
276,0.73227876,Active,Inactive
32,0.5671196,Active,Active
974,0.2732225,Inactive,Inactive
208,0.0007927716,Inactive,Inactive
10,3.692884E-08,Inactive,Active
870,3.5889027E-09,Inactive,Inactive
287,2.4448318E-11,Inactive,Inactive
34,1.9466598E-11,Inactive,Active
976,1.3051686E-12,Inactive,Inactive
349,2.0001175E-13,Inactive,Inactive
158,1.9727174E-13,Inactive,Inactive
739,9.9302545E-14,Inactive,Inactive
1424,2.8890312E-14,Inactive,Inactive
1049,8.0768395E-15,Inactive,Inactive
1773,2.8576162E-15,Inactive,Inactive
1774,2.6933956E-15,Inactive,Inactive
943,2.0967147E-15,Inactive,Inactive
2199,1.2345479E-15,Inactive,Inactive
252,2.5199707E-16,Inactive,Inactive
1016,1.3227743E-16,Inactive,Inactive
753,1.084711E-16,Inactive,Inactive
510,8.094968E-17,Inactive,Inactive
851,3.901412E-17,Inactive,Inactive
1805,2.7706132E-17,Inactive,Inactive
368,2.5257725E-17,Inactive,Inactive
2020,1.8475916E-17,Inactive,Inactive
1438,7.1113445E-18,Inactive,Inactive
1135,4.1517146E-18,Inactive,Inactive
1341,2.314297E-18,Inactive,Inactive
1676,2.2164534E-18,Inactive,Inactive
1457,1.3238531E-18,Inactive,Inactive
1050,8.015192E-19,Inactive,Inactive
1188,7.715754E-19,Inactive,Inactive
801,6.245048E-19,Inactive,Inactive
74,5.499538E-19,Inactive,Inactive
2116,4.7239106E-19,Inactive,Inactive
160,4.4849123E-19,Inactive,Inactive
1628,2.198256E-19,Inactive,Inactive
1036,2.1321919E-19,Inactive,Inactive
1402,1.3672002E-19,Inactive,Inactive
187,1.3241657E-19,Inactive,Inactive
611,1.2469744E-19,Inactive,Inactive
1266,1.1723047E-19,Inactive,Inactive
1439,9.7898176E-20,Inactive,Inactive
1528,9.549184E-20,Inactive,Inactive
101,7.575236E-20,Inactive,Inactive
1077,7.1335617E-20,Inactive,Inactive
1374,6.945331E-20,Inactive,Inactive
1530,6.1215456E-20,Inactive,Inactive
1751,3.8976873E-20,Inactive,Inactive
384,3.3620165E-20,Inactive,Inactive
986,2.4726865E-20,Inactive,Inactive
607,1.7403828E-20,Inactive,Inactive
1875,1.6092288E-20,Inactive,Inactive
412,1.3962408E-20,Inactive,Inactive
1720,1.3202409E-20,Inactive,Inactive
773,1.0940256E-20,Inactive,Inactive
467,8.849117E-21,Inactive,Inactive
2062,7.289895E-21,Inactive,Inactive
503,6.698138E-21,Inactive,Inactive
2074,6.6219964E-21,Inactive,Inactive
1634,6.439104E-21,Inactive,Inactive
654,5.448477E-21,Inactive,Inactive
1744,4.175517E-21,Inactive,Inactive
4,3.982285E-21,Inactive,Active
85,3.2930785E-21,Inactive,Inactive
8,2.8663963E-21,Inactive,Active
141,2.7661721E-21,Inactive,Inactive
1978,2.7135595E-21,Inactive,Inactive
1865,2.6805444E-21,Inactive,Inactive
1546,2.643954E-21,Inactive,Inactive
1118,2.0330912E-21,Inactive,Inactive
683,1.6435607E-21,Inactive,Inactive
1418,1.3377048E-21,Inactive,Inactive
576,1.3375569E-21,Inactive,Inactive
1701,1.1567909E-21,Inactive,Inactive
7,1.0825917E-21,Inactive,Active
1823,8.858232E-22,Inactive,Inactive
248,7.585205E-22,Inactive,Inactive
918,6.8965876E-22,Inactive,Inactive
33,6.1158445E-22,Inactive,Active
1969,4.70432E-22,Inactive,Inactive
902,4.213018E-22,Inactive,Inactive
1727,3.9099392E-22,Inactive,Inactive
1283,3.6551152E-22,Inactive,Inactive
1719,2.9261312E-22,Inactive,Inactive
939,2.5009153E-22,Inactive,Inactive
