No.,Active_Prob,Predicted_Class,Real_Class
6,1,Active,Active
13,1,Active,Active
26,1,Active,Active
28,1,Active,Active
29,1,Active,Active
35,1,Active,Active
36,1,Active,Active
2054,1,Active,Inactive
18,0.99999976,Active,Active
2055,0.9999996,Active,Inactive
2,0.9999969,Active,Active
10,0.99997795,Active,Active
556,0.9998922,Active,Inactive
5,0.9998034,Active,Active
974,0.99928665,Active,Inactive
12,0.46657178,Inactive,Active
976,0.054187357,Inactive,Inactive
208,0.040353954,Inactive,Inactive
34,0.0009495616,Inactive,Active
27,1.15458E-06,Inactive,Active
797,1.6143936E-07,Inactive,Inactive
1016,6.5935566E-08,Inactive,Inactive
1109,5.926286E-08,Inactive,Inactive
1522,4.819332E-08,Inactive,Inactive
398,3.8888594E-08,Inactive,Inactive
1019,2.9994087E-08,Inactive,Inactive
922,1.9770956E-08,Inactive,Inactive
4,1.0212607E-08,Inactive,Active
657,6.745809E-09,Inactive,Inactive
1530,2.068554E-09,Inactive,Inactive
1830,7.5158646E-10,Inactive,Inactive
637,3.0803365E-10,Inactive,Inactive
2074,2.7489466E-10,Inactive,Inactive
1886,6.7998385E-11,Inactive,Inactive
628,4.2788894E-11,Inactive,Inactive
940,2.9226278E-11,Inactive,Inactive
1049,2.909191E-11,Inactive,Inactive
407,2.412241E-11,Inactive,Inactive
586,2.1780648E-11,Inactive,Inactive
305,2.0095838E-11,Inactive,Inactive
1005,1.1276313E-11,Inactive,Inactive
1223,6.7708838E-12,Inactive,Inactive
85,5.5809875E-12,Inactive,Inactive
2102,4.977998E-12,Inactive,Inactive
2078,4.905516E-12,Inactive,Inactive
1404,4.5880196E-12,Inactive,Inactive
1438,1.5035126E-12,Inactive,Inactive
1701,9.523662E-13,Inactive,Inactive
96,6.562524E-13,Inactive,Inactive
99,3.003706E-13,Inactive,Inactive
773,1.6579437E-13,Inactive,Inactive
582,1.623332E-13,Inactive,Inactive
518,5.516382E-14,Inactive,Inactive
684,3.3706755E-14,Inactive,Inactive
349,2.8340008E-14,Inactive,Inactive
1341,2.8055285E-14,Inactive,Inactive
997,1.35585775E-14,Inactive,Inactive
1613,8.902845E-15,Inactive,Inactive
508,6.845605E-15,Inactive,Inactive
31,6.4234464E-15,Inactive,Active
433,3.817398E-15,Inactive,Inactive
1658,1.0877198E-15,Inactive,Inactive
2016,6.2557634E-16,Inactive,Inactive
8,4.264303E-16,Inactive,Active
1316,3.118629E-16,Inactive,Inactive
969,6.1817464E-17,Inactive,Inactive
1187,4.893411E-17,Inactive,Inactive
1875,1.400879E-17,Inactive,Inactive
1447,1.3721181E-17,Inactive,Inactive
1274,1.8055694E-18,Inactive,Inactive
101,1.5452163E-18,Inactive,Inactive
166,9.121881E-19,Inactive,Inactive
1625,3.709212E-19,Inactive,Inactive
252,3.3586852E-19,Inactive,Inactive
1382,2.181823E-19,Inactive,Inactive
1402,2.1353989E-19,Inactive,Inactive
1865,1.5846374E-19,Inactive,Inactive
2154,2.7934258E-20,Inactive,Inactive
1418,2.481749E-20,Inactive,Inactive
965,2.1311499E-20,Inactive,Inactive
2204,1.554497E-20,Inactive,Inactive
439,1.5463528E-20,Inactive,Inactive
1077,1.0567035E-20,Inactive,Inactive
9,8.411994E-21,Inactive,Active
1788,7.020606E-21,Inactive,Inactive
1962,5.520741E-21,Inactive,Inactive
466,4.5766457E-21,Inactive,Inactive
287,3.205268E-21,Inactive,Inactive
1118,2.6091668E-21,Inactive,Inactive
870,1.7464406E-21,Inactive,Inactive
1424,1.5409404E-21,Inactive,Inactive
1693,9.277258E-22,Inactive,Inactive
260,6.406734E-22,Inactive,Inactive
429,6.2267697E-22,Inactive,Inactive
2106,5.160618E-22,Inactive,Inactive
1634,3.9620391E-22,Inactive,Inactive
851,3.511498E-22,Inactive,Inactive
160,2.35465E-22,Inactive,Inactive
1710,1.9956308E-22,Inactive,Inactive
1465,1.6049909E-22,Inactive,Inactive
1528,1.1473766E-22,Inactive,Inactive
943,9.943477E-23,Inactive,Inactive
1290,7.118247E-23,Inactive,Inactive
884,5.86499E-23,Inactive,Inactive
503,5.3358375E-23,Inactive,Inactive
1749,2.8418203E-23,Inactive,Inactive
1139,2.57187E-23,Inactive,Inactive
1958,1.7688936E-23,Inactive,Inactive
1200,1.3731508E-23,Inactive,Inactive
1171,1.1477613E-23,Inactive,Inactive
1455,4.3281844E-24,Inactive,Inactive
801,4.294994E-24,Inactive,Inactive
308,2.9905642E-24,Inactive,Inactive
1423,2.4410603E-24,Inactive,Inactive
11,2.1906159E-24,Inactive,Active
1665,1.9378634E-24,Inactive,Inactive
2028,1.4419008E-24,Inactive,Inactive
670,1.3393062E-24,Inactive,Inactive
915,1.1319941E-24,Inactive,Inactive
33,8.72784E-25,Inactive,Active
17,4.0330321E-25,Inactive,Active
384,3.387963E-25,Inactive,Inactive
1050,3.1418636E-25,Inactive,Inactive
2062,2.1691607E-25,Inactive,Inactive
1751,1.3917067E-25,Inactive,Inactive
2063,1.3295776E-25,Inactive,Inactive
1518,1.303344E-25,Inactive,Inactive
1381,1.1032008E-25,Inactive,Inactive
854,6.6406736E-26,Inactive,Inactive
1126,6.490927E-26,Inactive,Inactive
1105,5.5290947E-26,Inactive,Inactive
1705,4.2530878E-26,Inactive,Inactive
196,3.7759123E-26,Inactive,Inactive
1773,3.552775E-26,Inactive,Inactive
1152,2.9232803E-26,Inactive,Inactive
739,2.2080559E-26,Inactive,Inactive
1503,1.3663767E-26,Inactive,Inactive
1744,1.358078E-26,Inactive,Inactive
56,1.1677836E-26,Inactive,Inactive
1119,1.067461E-26,Inactive,Inactive
2116,8.88986E-27,Inactive,Inactive
1719,7.161402E-27,Inactive,Inactive
1957,6.5553224E-27,Inactive,Inactive
834,6.27947E-27,Inactive,Inactive
655,5.1003066E-27,Inactive,Inactive
592,4.403873E-27,Inactive,Inactive
984,3.866147E-27,Inactive,Inactive
2013,2.7778589E-27,Inactive,Inactive
1542,2.728467E-27,Inactive,Inactive
382,2.2399623E-27,Inactive,Inactive
576,1.4785719E-27,Inactive,Inactive
2110,9.799156E-28,Inactive,Inactive
1135,8.0620723E-28,Inactive,Inactive
380,7.6162055E-28,Inactive,Inactive
30,7.1040685E-28,Inactive,Active
783,6.9331263E-28,Inactive,Inactive
1419,6.6249034E-28,Inactive,Inactive
1062,6.406128E-28,Inactive,Inactive
1622,5.106709E-28,Inactive,Inactive
986,3.9739547E-28,Inactive,Inactive
1163,3.6614954E-28,Inactive,Inactive
819,3.1721345E-28,Inactive,Inactive
1283,3.0078911E-28,Inactive,Inactive
1546,2.7072222E-28,Inactive,Inactive
1319,2.6759066E-28,Inactive,Inactive
1188,2.1568054E-28,Inactive,Inactive
1688,1.7237322E-28,Inactive,Inactive
1603,1.6295955E-28,Inactive,Inactive
579,1.444309E-28,Inactive,Inactive
1607,1.2584903E-28,Inactive,Inactive
1349,1.1837403E-28,Inactive,Inactive
751,1.087306E-28,Inactive,Inactive
678,9.9652045E-29,Inactive,Inactive
1428,9.438106E-29,Inactive,Inactive
1466,9.3663727E-29,Inactive,Inactive
1065,7.357024E-29,Inactive,Inactive
1883,7.333264E-29,Inactive,Inactive
2064,5.7196105E-29,Inactive,Inactive
1970,5.1380296E-29,Inactive,Inactive
1946,4.8506168E-29,Inactive,Inactive
1823,4.1335025E-29,Inactive,Inactive
654,3.6492785E-29,Inactive,Inactive
1761,3.5608016E-29,Inactive,Inactive
1776,3.3986997E-29,Inactive,Inactive
32,3.381655E-29,Inactive,Active
1591,2.4808951E-29,Inactive,Inactive
1983,2.3518051E-29,Inactive,Inactive
809,2.3286124E-29,Inactive,Inactive
1793,2.2182003E-29,Inactive,Inactive
1685,1.9681125E-29,Inactive,Inactive
977,1.9190335E-29,Inactive,Inactive
1131,1.8403001E-29,Inactive,Inactive
1175,1.6483762E-29,Inactive,Inactive
716,1.6075156E-29,Inactive,Inactive
667,1.2618306E-29,Inactive,Inactive
2070,1.0480355E-29,Inactive,Inactive
158,9.940938E-30,Inactive,Inactive
1758,9.569374E-30,Inactive,Inactive
116,8.5529676E-30,Inactive,Inactive
1874,6.7306354E-30,Inactive,Inactive
1774,5.4895304E-30,Inactive,Inactive
2097,5.0644513E-30,Inactive,Inactive
1543,4.6965547E-30,Inactive,Inactive
246,4.500775E-30,Inactive,Inactive
1727,4.2944724E-30,Inactive,Inactive
1344,4.2823996E-30,Inactive,Inactive
