Precision,Recall
0.2484472049689441,1.0
0.24375,0.975
0.24528301886792453,0.975
0.2468354430379747,0.975
0.2484076433121019,0.975
0.25,0.975
0.25161290322580643,0.975
0.2532467532467532,0.975
0.2549019607843137,0.975
0.2565789473684211,0.975
0.2582781456953642,0.975
0.26,0.975
0.26174496644295303,0.975
0.2635135135135135,0.975
0.2653061224489796,0.975
0.2671232876712329,0.975
0.2689655172413793,0.975
0.2708333333333333,0.975
0.2727272727272727,0.975
0.2746478873239437,0.975
0.2765957446808511,0.975
0.2785714285714286,0.975
0.2805755395683453,0.975
0.2826086956521739,0.975
0.2846715328467153,0.975
0.2867647058823529,0.975
0.28888888888888886,0.975
0.291044776119403,0.975
0.2932330827067669,0.975
0.29545454545454547,0.975
0.29770992366412213,0.975
0.3,0.975
0.3023255813953488,0.975
0.3046875,0.975
0.30708661417322836,0.975
0.30952380952380953,0.975
0.312,0.975
0.31451612903225806,0.975
0.3170731707317073,0.975
0.319672131147541,0.975
0.32231404958677684,0.975
0.325,0.975
0.3277310924369748,0.975
0.3305084745762712,0.975
0.3333333333333333,0.975
0.33620689655172414,0.975
0.3391304347826087,0.975
0.34210526315789475,0.975
0.34513274336283184,0.975
0.3482142857142857,0.975
0.35135135135135137,0.975
0.35454545454545455,0.975
0.3577981651376147,0.975
0.3611111111111111,0.975
0.3644859813084112,0.975
0.3584905660377358,0.95
0.3619047619047619,0.95
0.36538461538461536,0.95
0.36893203883495146,0.95
0.37254901960784315,0.95
0.37623762376237624,0.95
0.38,0.95
0.3838383838383838,0.95
0.3877551020408163,0.95
0.3917525773195876,0.95
0.3958333333333333,0.95
0.4,0.95
0.40425531914893614,0.95
0.40860215053763443,0.95
0.41304347826086957,0.95
0.4175824175824176,0.95
0.4222222222222222,0.95
0.42696629213483145,0.95
0.4318181818181818,0.95
0.4367816091954023,0.95
0.4418604651162791,0.95
0.4470588235294118,0.95
0.4523809523809524,0.95
0.4578313253012048,0.95
0.4634146341463415,0.95
0.4691358024691358,0.95
0.475,0.95
0.4810126582278481,0.95
0.48717948717948717,0.95
0.4935064935064935,0.95
0.5,0.95
0.5066666666666667,0.95
0.5135135135135135,0.95
0.5205479452054794,0.95
0.5277777777777778,0.95
0.5352112676056338,0.95
0.5428571428571428,0.95
0.5507246376811594,0.95
0.5588235294117647,0.95
0.5671641791044776,0.95
0.5757575757575758,0.95
0.5846153846153846,0.95
0.59375,0.95
0.6031746031746031,0.95
0.6129032258064516,0.95
0.6229508196721312,0.95
0.6333333333333333,0.95
0.6440677966101694,0.95
0.6551724137931034,0.95
0.6666666666666666,0.95
0.6785714285714286,0.95
0.6909090909090909,0.95
0.7037037037037037,0.95
0.7169811320754716,0.95
0.7307692307692307,0.95
0.7450980392156863,0.95
0.76,0.95
0.7551020408163265,0.925
0.7708333333333334,0.925
0.7872340425531915,0.925
0.8043478260869565,0.925
0.8222222222222222,0.925
0.8409090909090909,0.925
0.8604651162790697,0.925
0.8809523809523809,0.925
0.9024390243902439,0.925
0.9,0.9
0.8974358974358975,0.875
0.9210526315789473,0.875
0.9459459459459459,0.875
0.9722222222222222,0.875
1.0,0.875
1.0,0.85
1.0,0.825
1.0,0.8
1.0,0.775
1.0,0.75
1.0,0.725
1.0,0.7
1.0,0.675
1.0,0.65
1.0,0.625
1.0,0.6
1.0,0.575
1.0,0.55
1.0,0.525
1.0,0.5
1.0,0.475
1.0,0.45
1.0,0.425
1.0,0.4
1.0,0.375
1.0,0.35
1.0,0.325
1.0,0.3
1.0,0.275
1.0,0.25
1.0,0.225
1.0,0.2
1.0,0.175
1.0,0.15
1.0,0.125
1.0,0.1
1.0,0.075
1.0,0.05
1.0,0.025
1.0,0.0
