No.,Active_Prob,Predicted_Class,Real_Class
9,1,Active,Active
33,1,Active,Active
37,1,Active,Active
54,1,Active,Inactive
66,1,Active,Inactive
75,1,Active,Inactive
116,1,Active,Inactive
173,1,Active,Inactive
235,1,Active,Inactive
239,1,Active,Inactive
244,1,Active,Inactive
275,1,Active,Inactive
284,1,Active,Inactive
438,1,Active,Inactive
544,1,Active,Inactive
675,1,Active,Inactive
713,1,Active,Inactive
736,1,Active,Inactive
757,1,Active,Inactive
771,1,Active,Inactive
806,1,Active,Inactive
868,1,Active,Inactive
881,1,Active,Inactive
892,1,Active,Inactive
929,1,Active,Inactive
1136,1,Active,Inactive
1171,1,Active,Inactive
1216,1,Active,Inactive
1217,1,Active,Inactive
1232,1,Active,Inactive
162,0.9999999,Active,Inactive
225,0.9999998,Active,Inactive
716,0.9999998,Active,Inactive
763,0.99999976,Active,Inactive
1213,0.9999997,Active,Inactive
146,0.9999996,Active,Inactive
456,0.9999995,Active,Inactive
1204,0.9999995,Active,Inactive
111,0.9999994,Active,Inactive
457,0.99999917,Active,Inactive
22,0.99999905,Active,Active
936,0.999999,Active,Inactive
92,0.9999989,Active,Inactive
960,0.9999988,Active,Inactive
518,0.99999857,Active,Inactive
756,0.99999857,Active,Inactive
0,0.9999984,Active,Active
703,0.99999833,Active,Inactive
1091,0.99999774,Active,Inactive
943,0.9999975,Active,Inactive
516,0.99999696,Active,Inactive
1065,0.9999967,Active,Inactive
823,0.99999595,Active,Inactive
1163,0.9999956,Active,Inactive
424,0.99999523,Active,Inactive
1111,0.999995,Active,Inactive
796,0.9999943,Active,Inactive
1239,0.9999939,Active,Inactive
207,0.9999932,Active,Inactive
164,0.99999124,Active,Inactive
1102,0.99998844,Active,Inactive
1013,0.9999874,Active,Inactive
441,0.99998647,Active,Inactive
1172,0.99998534,Active,Inactive
1001,0.9999836,Active,Inactive
504,0.99998343,Active,Inactive
391,0.9999831,Active,Inactive
1098,0.9999814,Active,Inactive
939,0.99998105,Active,Inactive
445,0.9999802,Active,Inactive
740,0.9999783,Active,Inactive
502,0.99997735,Active,Inactive
26,0.99997663,Active,Active
515,0.99997365,Active,Inactive
204,0.99997175,Active,Inactive
957,0.9999674,Active,Inactive
333,0.99996674,Active,Inactive
501,0.9999666,Active,Inactive
733,0.99996626,Active,Inactive
1028,0.999964,Active,Inactive
1173,0.9999639,Active,Inactive
418,0.99996126,Active,Inactive
194,0.9999602,Active,Inactive
928,0.9999547,Active,Inactive
1238,0.99995095,Active,Inactive
1038,0.9999411,Active,Inactive
749,0.9999393,Active,Inactive
310,0.999933,Active,Inactive
688,0.9999314,Active,Inactive
933,0.9999275,Active,Inactive
427,0.9999209,Active,Inactive
1112,0.9999174,Active,Inactive
15,0.9999085,Active,Active
890,0.99989307,Active,Inactive
755,0.9998914,Active,Inactive
582,0.99988353,Active,Inactive
1041,0.9998821,Active,Inactive
1236,0.9998708,Active,Inactive
560,0.99986595,Active,Inactive
329,0.9998617,Active,Inactive
317,0.9998448,Active,Inactive
797,0.9998312,Active,Inactive
511,0.9998292,Active,Inactive
1202,0.9998144,Active,Inactive
491,0.99979043,Active,Inactive
80,0.99978113,Active,Inactive
161,0.9997599,Active,Inactive
1220,0.9997473,Active,Inactive
3,0.99974716,Active,Active
13,0.9997386,Active,Active
1215,0.9997278,Active,Inactive
497,0.9997113,Active,Inactive
639,0.9997089,Active,Inactive
455,0.9997051,Active,Inactive
258,0.9996841,Active,Inactive
863,0.99963635,Active,Inactive
332,0.99962837,Active,Inactive
1170,0.9996253,Active,Inactive
352,0.9996153,Active,Inactive
270,0.9996129,Active,Inactive
615,0.9995981,Active,Inactive
4,0.999567,Active,Active
62,0.9994369,Active,Inactive
776,0.99936676,Active,Inactive
995,0.9993292,Active,Inactive
815,0.99926555,Active,Inactive
285,0.9991381,Active,Inactive
216,0.9990847,Active,Inactive
551,0.9990688,Active,Inactive
336,0.999063,Active,Inactive
590,0.9989707,Active,Inactive
2,0.9989225,Active,Active
277,0.9988525,Active,Inactive
21,0.99880284,Active,Active
607,0.99875605,Active,Inactive
997,0.9987527,Active,Inactive
766,0.9987515,Active,Inactive
710,0.9986487,Active,Inactive
323,0.998626,Active,Inactive
10,0.9986061,Active,Active
873,0.9985424,Active,Inactive
690,0.99850583,Active,Inactive
574,0.99849457,Active,Inactive
927,0.9984169,Active,Inactive
1218,0.9983791,Active,Inactive
800,0.9982916,Active,Inactive
1157,0.99812305,Active,Inactive
561,0.99802476,Active,Inactive
67,0.9977155,Active,Inactive
664,0.9977093,Active,Inactive
963,0.9975911,Active,Inactive
966,0.99742275,Active,Inactive
430,0.99739164,Active,Inactive
1185,0.9967457,Active,Inactive
750,0.99656904,Active,Inactive
774,0.99647367,Active,Inactive
886,0.9961767,Active,Inactive
205,0.99545836,Active,Inactive
396,0.9954485,Active,Inactive
450,0.9949947,Active,Inactive
305,0.99489594,Active,Inactive
412,0.9948547,Active,Inactive
719,0.9944743,Active,Inactive
20,0.9937757,Active,Active
807,0.99316025,Active,Inactive
387,0.9929518,Active,Inactive
1184,0.9923271,Active,Inactive
431,0.9919863,Active,Inactive
666,0.99134266,Active,Inactive
924,0.9911959,Active,Inactive
789,0.99105346,Active,Inactive
781,0.9907068,Active,Inactive
729,0.9903704,Active,Inactive
953,0.9894694,Active,Inactive
737,0.9894606,Active,Inactive
14,0.98907614,Active,Active
413,0.9888394,Active,Inactive
210,0.98863393,Active,Inactive
658,0.98813975,Active,Inactive
90,0.987719,Active,Inactive
69,0.98768896,Active,Inactive
1162,0.9869367,Active,Inactive
805,0.98648334,Active,Inactive
487,0.98616433,Active,Inactive
195,0.98533493,Active,Inactive
1010,0.9852385,Active,Inactive
1223,0.98515886,Active,Inactive
940,0.98503006,Active,Inactive
27,0.9849926,Active,Active
1017,0.9840691,Active,Inactive
967,0.98392797,Active,Inactive
1224,0.98186123,Active,Inactive
539,0.9808177,Active,Inactive
916,0.980749,Active,Inactive
1180,0.9803816,Active,Inactive
328,0.98037195,Active,Inactive
436,0.9803221,Active,Inactive
86,0.97981596,Active,Inactive
25,0.97829616,Active,Active
286,0.9781442,Active,Inactive
1230,0.97732735,Active,Inactive
478,0.9761345,Active,Inactive
842,0.97586286,Active,Inactive
95,0.97571266,Active,Inactive
985,0.9734211,Active,Inactive
185,0.97230333,Active,Inactive
711,0.9722202,Active,Inactive
887,0.96945405,Active,Inactive
280,0.96712786,Active,Inactive
321,0.96493185,Active,Inactive
429,0.9636923,Active,Inactive
320,0.96180236,Active,Inactive
634,0.96111345,Active,Inactive
1196,0.9607806,Active,Inactive
705,0.95740664,Active,Inactive
1203,0.9569252,Active,Inactive
500,0.9546865,Active,Inactive
1193,0.9514665,Active,Inactive
1029,0.94968164,Active,Inactive
828,0.9495122,Active,Inactive
73,0.94721085,Active,Inactive
363,0.94511473,Active,Inactive
699,0.9425942,Active,Inactive
219,0.9373183,Active,Inactive
464,0.9305687,Active,Inactive
1027,0.9304708,Active,Inactive
1151,0.92796886,Active,Inactive
552,0.9278201,Active,Inactive
562,0.92727995,Active,Inactive
1177,0.9261259,Active,Inactive
366,0.9251174,Active,Inactive
493,0.92441,Active,Inactive
