No.,Active_Prob,Predicted_Class,Real_Class
0,1,Active,Active
1,1,Active,Active
2,1,Active,Active
3,1,Active,Active
4,1,Active,Active
7,1,Active,Active
8,1,Active,Active
9,1,Active,Active
10,1,Active,Active
12,1,Active,Active
14,1,Active,Active
16,1,Active,Active
17,1,Active,Active
18,1,Active,Active
19,1,Active,Active
20,1,Active,Active
21,1,Active,Active
26,1,Active,Active
28,1,Active,Active
32,1,Active,Active
34,1,Active,Active
40,1,Active,Active
42,1,Active,Active
43,1,Active,Active
45,1,Active,Active
46,1,Active,Active
49,1,Active,Active
50,1,Active,Active
51,1,Active,Active
52,1,Active,Active
55,1,Active,Active
56,1,Active,Active
62,1,Active,Active
63,1,Active,Active
66,1,Active,Active
68,1,Active,Active
69,1,Active,Active
71,1,Active,Active
76,1,Active,Active
77,1,Active,Active
78,1,Active,Active
81,1,Active,Inactive
82,1,Active,Inactive
83,1,Active,Inactive
84,1,Active,Inactive
86,1,Active,Inactive
89,1,Active,Inactive
90,1,Active,Inactive
92,1,Active,Inactive
98,1,Active,Inactive
99,1,Active,Inactive
101,1,Active,Inactive
102,1,Active,Inactive
104,1,Active,Inactive
107,1,Active,Inactive
113,1,Active,Inactive
115,1,Active,Inactive
119,1,Active,Inactive
123,1,Active,Inactive
124,1,Active,Inactive
128,1,Active,Inactive
132,1,Active,Inactive
134,1,Active,Inactive
149,1,Active,Inactive
150,1,Active,Inactive
157,1,Active,Inactive
161,1,Active,Inactive
175,1,Active,Inactive
178,1,Active,Inactive
180,1,Active,Inactive
183,1,Active,Inactive
184,1,Active,Inactive
185,1,Active,Inactive
186,1,Active,Inactive
187,1,Active,Inactive
191,1,Active,Inactive
192,1,Active,Inactive
193,1,Active,Inactive
196,1,Active,Inactive
197,1,Active,Inactive
202,1,Active,Inactive
203,1,Active,Inactive
211,1,Active,Inactive
214,1,Active,Inactive
218,1,Active,Inactive
219,1,Active,Inactive
221,1,Active,Inactive
227,1,Active,Inactive
232,1,Active,Inactive
233,1,Active,Inactive
245,1,Active,Inactive
249,1,Active,Inactive
250,1,Active,Inactive
251,1,Active,Inactive
254,1,Active,Inactive
257,1,Active,Inactive
258,1,Active,Inactive
259,1,Active,Inactive
263,1,Active,Inactive
267,1,Active,Inactive
271,1,Active,Inactive
272,1,Active,Inactive
276,1,Active,Inactive
278,1,Active,Inactive
283,1,Active,Inactive
286,1,Active,Inactive
287,1,Active,Inactive
288,1,Active,Inactive
289,1,Active,Inactive
291,1,Active,Inactive
300,1,Active,Inactive
303,1,Active,Inactive
306,1,Active,Inactive
307,1,Active,Inactive
308,1,Active,Inactive
309,1,Active,Inactive
311,1,Active,Inactive
312,1,Active,Inactive
317,1,Active,Inactive
318,1,Active,Inactive
319,1,Active,Inactive
321,1,Active,Inactive
323,1,Active,Inactive
326,1,Active,Inactive
327,1,Active,Inactive
329,1,Active,Inactive
341,1,Active,Inactive
346,1,Active,Inactive
