No.,Active_Prob,Predicted_Class,Real_Class
0,1,Active,Active
1,1,Active,Active
2,1,Active,Active
3,1,Active,Active
4,1,Active,Active
5,1,Active,Active
6,1,Active,Active
7,1,Active,Active
8,1,Active,Active
9,1,Active,Active
10,1,Active,Active
11,1,Active,Active
12,1,Active,Active
14,1,Active,Active
16,1,Active,Active
17,1,Active,Active
18,1,Active,Active
19,1,Active,Active
20,1,Active,Active
21,1,Active,Active
22,1,Active,Active
23,1,Active,Active
24,1,Active,Active
25,1,Active,Active
26,1,Active,Active
28,1,Active,Active
29,1,Active,Active
31,1,Active,Active
32,1,Active,Active
33,1,Active,Active
34,1,Active,Active
35,1,Active,Active
36,1,Active,Active
37,1,Active,Active
38,1,Active,Active
39,1,Active,Active
43,1,Active,Active
44,1,Active,Active
46,1,Active,Active
47,1,Active,Active
48,1,Active,Active
49,1,Active,Active
50,1,Active,Active
51,1,Active,Active
52,1,Active,Active
53,1,Active,Active
54,1,Active,Active
55,1,Active,Active
56,1,Active,Active
58,1,Active,Active
59,1,Active,Active
60,1,Active,Active
61,1,Active,Active
62,1,Active,Active
63,1,Active,Active
64,1,Active,Active
65,1,Active,Active
66,1,Active,Active
67,1,Active,Active
68,1,Active,Active
69,1,Active,Active
70,1,Active,Active
71,1,Active,Active
72,1,Active,Active
74,1,Active,Active
75,1,Active,Active
76,1,Active,Active
79,1,Active,Active
81,1,Active,Inactive
82,1,Active,Inactive
83,1,Active,Inactive
84,1,Active,Inactive
85,1,Active,Inactive
86,1,Active,Inactive
88,1,Active,Inactive
89,1,Active,Inactive
90,1,Active,Inactive
91,1,Active,Inactive
92,1,Active,Inactive
98,1,Active,Inactive
99,1,Active,Inactive
102,1,Active,Inactive
104,1,Active,Inactive
105,1,Active,Inactive
107,1,Active,Inactive
108,1,Active,Inactive
111,1,Active,Inactive
112,1,Active,Inactive
113,1,Active,Inactive
115,1,Active,Inactive
116,1,Active,Inactive
119,1,Active,Inactive
120,1,Active,Inactive
121,1,Active,Inactive
122,1,Active,Inactive
123,1,Active,Inactive
124,1,Active,Inactive
125,1,Active,Inactive
127,1,Active,Inactive
128,1,Active,Inactive
130,1,Active,Inactive
131,1,Active,Inactive
133,1,Active,Inactive
134,1,Active,Inactive
135,1,Active,Inactive
137,1,Active,Inactive
138,1,Active,Inactive
142,1,Active,Inactive
143,1,Active,Inactive
144,1,Active,Inactive
146,1,Active,Inactive
149,1,Active,Inactive
150,1,Active,Inactive
151,1,Active,Inactive
152,1,Active,Inactive
155,1,Active,Inactive
156,1,Active,Inactive
157,1,Active,Inactive
161,1,Active,Inactive
163,1,Active,Inactive
164,1,Active,Inactive
165,1,Active,Inactive
166,1,Active,Inactive
167,1,Active,Inactive
170,1,Active,Inactive
173,1,Active,Inactive
175,1,Active,Inactive
176,1,Active,Inactive
177,1,Active,Inactive
180,1,Active,Inactive
181,1,Active,Inactive
182,1,Active,Inactive
